level_0,index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13,topic_distribution
236,239830,222238,1,Whatsapp,,"['device', 'be', 'get', 'hang', 'update']",2019-05-06,118803,Device is getting hanged due to update,5,device is getting hanged due to update,Kamal Singh Danu,,,"[0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.027994227994228, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.04011544011544012, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.04415584415584417, 0.02597402597402598, 0.027994227994228, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.042135642135642144, 0.042135642135642144, 0.02597402597402598, 0.027994227994228002, 0.02597402597402598, 0.027994227994228002, 0.04415584415584417, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598]"
237,239835,222243,1,Whatsapp,,"['duplicate', 'medium', 'file', 'not', 'use', 'application', 'account', 'device', 'time', 'doe', 'not', 'have', 'dark_mode']",2019-05-09,118808,Duplicate media files. Can't use app with same account in other devices at same time. Doesn't have Dark mode.,2,duplicate medium file can not use application with same account in other device at same time doe not have dark mode,Guillermo Jimenez,,,"[0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.02443940539178634, 0.022675736961451243, 0.03854875283446712, 0.03854875283446712, 0.06324011085915848, 0.054421768707483, 0.022675736961451243, 0.022675736961451243, 0.03149407911312673, 0.026203073822121437, 0.022675736961451243, 0.03325774754346183, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.02973041068279163, 0.035021415973796925, 0.02443940539178634, 0.06676744771982868, 0.027966742252456534, 0.022675736961451243, 0.024439405391786337, 0.022675736961451243, 0.022675736961451243, 0.024439405391786337, 0.022675736961451243, 0.022675736961451243, 0.026203073822121437]"
238,239839,222247,1,Whatsapp,,"['not', 'have', 'new', 'feature']",2019-05-09,118811,its not having new features,4,its not having new feature,Umashankar p,,,"[0.029050613956274337, 0.026954177897574125, 0.026954177897574125, 0.029050613956274333, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.041629230308475595, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.03533992213237497, 0.026954177897574125, 0.026954177897574125, 0.03743635819107517, 0.026954177897574125, 0.029050613956274333, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.043725666367175814, 0.026954177897574125]"
239,239841,222249,1,Whatsapp,,"['get', 'call', 'hear', 'caller', 'caller', 'not', 'hear']",2019-05-07,118815,when I get a call i can hear callers but they can't hear me,1,when i get a call i can hear caller but caller can not hear me,Peter Wright,,,"[0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.027011974380395442, 0.025062656641604016, 0.03675856307435256, 0.07769423558897245, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.036758563074352546, 0.025062656641604016, 0.025062656641604016, 0.04260651629072683, 0.025062656641604016, 0.025062656641604016, 0.02701197438039544, 0.04260651629072683, 0.025062656641604016, 0.02701197438039544, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.02896129211918686, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.02701197438039544]"
240,239855,222263,1,Whatsapp,,"['not', 'govern', 'bad']",2019-05-08,118829,"not good,,,very bad aap",1,not govern bad ap,M.A.S oNe-LiFe,,,"[0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.02905061395627433, 0.029050613956274333, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.02905061395627433, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.04162923030847559, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.02905061395627433, 0.02905061395627433, 0.03533992213237497, 0.04162923030847558, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.02905061395627433, 0.026954177897574122, 0.026954177897574122, 0.03324348607367475, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122]"
241,239862,222270,1,Whatsapp,,"['new', 'update', 'story', 'unsupporte', 'pair', 'download', 'fail', 'check', 'problem']",2019-05-09,118837,new update me story unsupported ya phir downloading fail ata hai plzz check that problem 🙏🤟,2,new update me story unsupported ya pair downloading fail ata hai plc check that problem,PUBG GAMING,,,"[0.04603174603174603, 0.023809523809523808, 0.02566137566137566, 0.02566137566137566, 0.023809523809523808, 0.027513227513227514, 0.023809523809523808, 0.023809523809523808, 0.029365079365079365, 0.023809523809523808, 0.02566137566137566, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.03862433862433862, 0.04047619047619048, 0.023809523809523808, 0.023809523809523808, 0.02566137566137566, 0.025661375661375663, 0.02751322751322751, 0.023809523809523808, 0.02566137566137566, 0.02566137566137566, 0.05343915343915345, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.04047619047619048, 0.042328042328042326, 0.042328042328042326, 0.02751322751322751]"
242,239863,222271,1,Whatsapp,,"['doe', 'not', 'support', 'send', 'lot', 'message', 'receiver', 'be', 'unable', 'receive', 'stuff', 'lot', 'message', 'whole', 'application', 'become', 'slow', 'not', 'functioning_properly', 'factor', 'be', 'quite', 'annoying']",2019-05-08,118839,doesn't supports when we send a lot messages and the receiver is unable to receive all those stuffs😤😤 after those messages the whole application becomes slow and not functioning properly this factor is quite annoying😤😤😤😤😤😤😤,1,doe not support when we send a lot message and the receiver is unable to receive all those stuff after a lot message the whole application becomes slow and not functioning properly this factor is quite annoying,Navin Prasanth,,,"[0.03469387755102042, 0.020408163265306128, 0.020408163265306128, 0.020408163265306128, 0.029931972789115652, 0.021995464852607713, 0.020408163265306128, 0.020408163265306128, 0.020408163265306128, 0.029931972789115656, 0.07437641723356012, 0.029931972789115656, 0.042630385487528365, 0.020408163265306128, 0.021995464852607713, 0.020408163265306128, 0.033106575963718826, 0.021995464852607716, 0.02675736961451248, 0.063265306122449, 0.021995464852607713, 0.020408163265306128, 0.02834467120181407, 0.021995464852607716, 0.03151927437641724, 0.03310657596371883, 0.020408163265306128, 0.025170068027210894, 0.031519274376417244, 0.020408163265306128, 0.021995464852607716, 0.05056689342403631, 0.03151927437641724, 0.020408163265306128, 0.02675736961451248]"
243,239871,222279,1,Whatsapp,,"['get', 'error', 'message', 'be', 'application', 'be', 'temporarily_unavailable', 'try', 'minute', 'be', 'happen', 'last', 'odd', 'minute']",2019-05-07,118847,Getting the error message: what's app is temporarily unavailable. Try again after 5 minutes. It's happening from last 20 odd minutes.,1,getting the error message what is application is temporarily unavailable try again after minute it is happening from last odd minute,M Riyaz,,,"[0.023041474654377885, 0.023041474654377885, 0.023041474654377885, 0.0320020481310804, 0.032002048131080395, 0.023041474654377885, 0.035586277521761404, 0.023041474654377885, 0.023041474654377885, 0.02483358934971839, 0.0355862775217614, 0.05171530977982593, 0.023041474654377885, 0.0320020481310804, 0.028417818740399396, 0.039170506912442414, 0.032002048131080395, 0.032002048131080395, 0.028417818740399392, 0.023041474654377885, 0.023041474654377885, 0.04454685099846392, 0.0337941628264209, 0.024833589349718386, 0.0320020481310804, 0.039170506912442414, 0.023041474654377885, 0.023041474654377885, 0.02483358934971839, 0.024833589349718386, 0.023041474654377885, 0.023041474654377885, 0.023041474654377885, 0.024833589349718386, 0.024833589349718386]"
244,239872,222280,1,Whatsapp,,"['have', 'wire', 'problem', 'someone', 'post', 'long', 'write', 'statue', 'not', 'read', 'wired', 'problem', 'end']",2019-05-03,118851,I have a wired problem When someone post a long written statue i can't read it until the end,2,i have a wired problem when someone post a long written statue i can not read a wired problem until the end,Giovanni Aid,,,"[0.023041474654377888, 0.039170506912442414, 0.023041474654377888, 0.030209933435739904, 0.039170506912442414, 0.023041474654377888, 0.037378392217101895, 0.0284178187403994, 0.02483358934971839, 0.023041474654377888, 0.023041474654377888, 0.023041474654377888, 0.05171530977982594, 0.023041474654377888, 0.023041474654377888, 0.023041474654377888, 0.023041474654377888, 0.023041474654377888, 0.05529953917050695, 0.023041474654377888, 0.023041474654377888, 0.023041474654377888, 0.023041474654377888, 0.0284178187403994, 0.023041474654377888, 0.04275473630312342, 0.03737839221710191, 0.023041474654377888, 0.02483358934971839, 0.023041474654377888, 0.023041474654377888, 0.0355862775217614, 0.023041474654377888, 0.023041474654377888, 0.04096262160778292]"
245,239877,222285,1,Whatsapp,,"['update', 'not', 'update', 'privacy', 'set', 'also', 'still', 'not', 'fix', 'have', 'instal', 'be', 'not', 'show', 'notification']",2019-05-03,118854,"Update since 5/3: Can,not update my privacy settings. Also since 2/15: Still not fixed Since ive installed it on my LG v20 its been not showing notifications",1,update since can not update my privacy setting also since still not fixed since i have installed it on my lg v it been not showing notification,Evy Edelman,,,"[0.022675736961451243, 0.022675736961451243, 0.024439405391786337, 0.022675736961451243, 0.022675736961451243, 0.03854875283446712, 0.022675736961451243, 0.024439405391786337, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.07205845301083395, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.03149407911312673, 0.022675736961451243, 0.022675736961451243, 0.02973041068279163, 0.022675736961451243, 0.022675736961451243, 0.03854875283446712, 0.03678508440413202, 0.08616780045351474, 0.050894431846812804, 0.022675736961451243, 0.022675736961451243]"
246,239880,222288,1,Whatsapp,,"['sometimes', 'video', 'status', 'doe', 'not', 'unload', 'even', 'grin', 'network', 'sometimes', 'video', 'status', 'load', 'quickly', 'even', 'grinwhyplease', 'work', 'video', 'status']",2019-05-01,118857,sometimes video status does not upload even on 4G network and sometimes it uploads quickly even on 3G.why?please work on it.,5,sometimes video status doe not unload even on grin network and sometimes video status load quickly even on grinwhyplease work on video status,A Google User,,,"[0.021321961620469086, 0.03624733475479745, 0.021321961620469086, 0.02463871120587539, 0.021321961620469086, 0.021321961620469086, 0.021321961620469086, 0.021321961620469086, 0.021321961620469086, 0.031272210376687995, 0.022980336413172237, 0.021321961620469086, 0.031272210376687995, 0.026297085998578544, 0.021321961620469086, 0.021321961620469086, 0.021321961620469086, 0.02961383558398484, 0.021321961620469086, 0.032930585169391145, 0.022980336413172237, 0.032930585169391145, 0.02298033641317224, 0.021321961620469086, 0.06609808102345417, 0.046197583511016355, 0.021321961620469086, 0.02463871120587539, 0.07604832977967309, 0.05117270788912582, 0.021321961620469086, 0.021321961620469086, 0.021321961620469086, 0.021321961620469086, 0.0379057095475006]"
247,239881,222289,1,Whatsapp,,"['do', 'not', 'want', 'read', 'contact', 'give', 'hard', 'time', 'bad', 'start', 'use']",2019-05-02,118858,dont want to read contact it giving me hard time its too bad since istarted using it,1,do not want to read contact it giving me hard time it too bad since started using it,Mdu Mhlongo,,,"[0.024630541871921194, 0.02654625068418174, 0.024630541871921194, 0.024630541871921194, 0.02654625068418174, 0.024630541871921194, 0.024630541871921194, 0.024630541871921194, 0.026546250684181736, 0.026546250684181736, 0.043787629994526574, 0.041871921182266035, 0.043787629994526574, 0.03229337712096335, 0.02654625068418174, 0.024630541871921194, 0.024630541871921194, 0.024630541871921194, 0.024630541871921194, 0.038040503557744965, 0.024630541871921194, 0.024630541871921194, 0.02654625068418174, 0.026546250684181736, 0.024630541871921194, 0.024630541871921194, 0.024630541871921194, 0.024630541871921194, 0.026546250684181736, 0.024630541871921194, 0.024630541871921194, 0.0552818828680898, 0.038040503557744965, 0.024630541871921194, 0.02654625068418174]"
248,239904,222312,1,Whatsapp,,"['always', 'find', 'problem', 'restore', 'datum', 'far', 'be', 'busy', 'not', 'help', 'back', 'pissed']",2019-05-08,118895,Always find problems to restoring my data and the FAQ is too busy to not help back pissed off,1,always find problem to restoring my data and the far is too busy to not help back pissed off,ayesha abrar,,,"[0.025240697371844915, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.05438459536820194, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.03616965912047879, 0.025240697371844912, 0.025240697371844915, 0.023419203747072598, 0.05256310174342962, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.03981264637002342, 0.023419203747072598, 0.03981264637002342, 0.023419203747072598, 0.025240697371844912, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.03434816549570648, 0.023419203747072598, 0.028883684621389544, 0.023419203747072598, 0.04163413999479574, 0.05620608899297425, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598]"
249,239907,222315,1,Whatsapp,,"['unable', 'update', 'goole', 'play_store']",2019-05-07,118897,i m.unable to update it through google play store,1,i unable to update it through goole play store,Live Free,,,"[0.034054834054834074, 0.025974025974025986, 0.025974025974025986, 0.04415584415584418, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.04415584415584418, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.02799422799422801, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.04415584415584418, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.05223665223665226, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986]"
250,239909,222317,1,Whatsapp,,"['go', 'even_though', 'update']",2019-05-06,118900,it goes off even though i update it.,4,it go off even though i update it,Kizza Charles,,,"[0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04670329670329673, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.029609279609279622, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04456654456654458, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482]"
251,239910,222318,1,Whatsapp,,"['send', 'message', 'be', 'difficulty']",2019-05-06,118901,sending messages to five is very difficulty.,1,sending message to five is very difficulty,Chandrasekharan NAIR V,,,"[0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.047619047619047644, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273]"
252,239911,222319,1,Whatsapp,,"['update', 'not', 'download', 'view', 'pdf']",2019-05-06,118902,since update i can't download or view PDF,1,since update i can not download or view pdf,agyei obema linda,,,"[0.025974025974025976, 0.027994227994227995, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.038095238095238106, 0.030014430014430014, 0.025974025974025976, 0.025974025974025976, 0.042135642135642144, 0.025974025974025976, 0.025974025974025976, 0.027994227994228, 0.025974025974025976, 0.025974025974025976, 0.030014430014430014, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.027994227994228, 0.025974025974025976, 0.03405483405483406, 0.027994227994228, 0.025974025974025976, 0.025974025974025976, 0.05829725829725832, 0.03203463203463204, 0.025974025974025976, 0.025974025974025976]"
253,239916,222324,1,Whatsapp,,"['time', 'be', 'aps', 'work', 'slow']",2019-05-06,118908,that time what's apps working very slow..,3,that time what is aps working very slow,A Google User,,,"[0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.02905061395627433, 0.026954177897574122, 0.026954177897574122, 0.04162923030847558, 0.026954177897574122, 0.03533992213237496, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.02905061395627433, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.02905061395627433, 0.026954177897574122, 0.033243486073674756, 0.02905061395627433, 0.026954177897574122, 0.026954177897574122, 0.04582210242587601, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122]"
254,239919,222327,1,Whatsapp,,"['update', 'problem', 'update', 'be', 'not', 'respond']",2019-05-04,118911,the update has some problem it isn't responding,1,the update has some problem the update is not responding,Ganesh Pednekar,,,"[0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.04213564213564216, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.046176046176046204, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.030014430014430032, 0.025974025974025986, 0.025974025974025986, 0.06233766233766238, 0.025974025974025986, 0.04011544011544013, 0.025974025974025986]"
255,239920,222328,1,Whatsapp,,"['send', 'audio', 'be', 'application', 'be', 'error']",2019-05-03,118912,how to send audio in the what's app here is error,2,how to send audio in the what is application here is error,Komalchetan Trivedi,,,"[0.043725666367175814, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.033243486073674756, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.029050613956274333, 0.026954177897574125, 0.026954177897574125, 0.03953279424977539, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.035339922132374975, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.03743635819107517, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125]"
256,239924,222332,1,Whatsapp,,"['new', 'version', 'be', 'not', 'good']",2019-05-01,118915,This new version is not good,2,this new version is not good,A Google User,,,"[0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.02851263962375073, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.044973544973544964, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.028512639623750724, 0.026455026455026447, 0.0408583186360964, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.028512639623750724, 0.02851263962375073, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.05937683715461492, 0.026455026455026447]"
257,239932,222340,1,Whatsapp,,"['not', 'add', 'contact', 'manually', 'garbage']",2019-05-02,118924,"Can't add contacts manually, garbage...",1,can not add contact manually garbage,Chris D'Angelo,,,"[0.02597402597402599, 0.02597402597402599, 0.02597402597402599, 0.02597402597402599, 0.02597402597402599, 0.02597402597402599, 0.02597402597402599, 0.02597402597402599, 0.027994227994228012, 0.02597402597402599, 0.02597402597402599, 0.02597402597402599, 0.040115440115440146, 0.02597402597402599, 0.02597402597402599, 0.02597402597402599, 0.02597402597402599, 0.02597402597402599, 0.02799422799422801, 0.02597402597402599, 0.02597402597402599, 0.02799422799422801, 0.02597402597402599, 0.02597402597402599, 0.027994227994228012, 0.02597402597402599, 0.02597402597402599, 0.04011544011544014, 0.04819624819624823, 0.02597402597402599, 0.02597402597402599, 0.02597402597402599, 0.058297258297258334, 0.02597402597402599, 0.02597402597402599]"
258,239935,222343,1,Whatsapp,,"['notification', 'error', 'late', 'update', 'sound', 'indicator', 'light']",2019-05-06,118927,"Notification errors on latest update. no sound, no indicator light.",2,notification error on latest update no sound no indicator light,Rivera Drainaldi,,,"[0.027011974380395445, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.028961292119186865, 0.03675856307435257, 0.025062656641604016, 0.03870788081314399, 0.025062656641604016, 0.025062656641604016, 0.028961292119186865, 0.02896129211918687, 0.025062656641604016, 0.05040378724589253, 0.027011974380395442, 0.025062656641604016, 0.03870788081314399, 0.025062656641604016, 0.025062656641604016, 0.04260651629072683, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.027011974380395442, 0.025062656641604016, 0.03091060985797829, 0.025062656641604016, 0.027011974380395442, 0.025062656641604016, 0.025062656641604016, 0.038707880813143976, 0.025062656641604016, 0.025062656641604016, 0.027011974380395442]"
259,239936,222344,1,Whatsapp,,"['keep', 'remove', 'delete', 'everyone', 'option', 'be', 'fail']",2019-05-06,118929,you keep on removing the( delete for everyone) option that is a fail,1,you keep on removing the delete for everyone option that is a fail,Mary Sadek,,,"[0.0413832199546485, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.04336734693877548, 0.025510204081632633, 0.0294784580498866, 0.027494331065759617, 0.025510204081632633, 0.027494331065759613, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.031462585034013585, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.027494331065759617, 0.025510204081632633, 0.025510204081632633, 0.04336734693877548, 0.027494331065759617, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.041383219954648505, 0.025510204081632633, 0.025510204081632633, 0.027494331065759617, 0.025510204081632633, 0.027494331065759613, 0.04336734693877548]"
260,239937,222345,1,Whatsapp,,"['update', 'unable', 'change', 'setting', 'be', 'really', 'disappointing']",2019-05-05,118930,After updating m unable to change my settings... It's really disappointing...,3,after updating m unable to change my setting it is really disappointing,Chandni Agarwal,,,"[0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.03114705001497455, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.045822102425876025, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.0416292303084756, 0.045822102425876025, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413]"
261,239939,222347,1,Whatsapp,,"['not', 'send', 'big', 'file', 'send', 'other', 's', 'application']",2019-05-02,118933,I can't send a big file how can I send it to others by whats app,4,i can not send a big file how can i send it to others by whats application,Venkat ramanareddy,,,"[0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.027994227994228002, 0.02597402597402598, 0.042135642135642144, 0.02597402597402598, 0.042135642135642144, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.03809523809523809, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.03203463203463204, 0.02597402597402598, 0.02597402597402598, 0.040115440115440125, 0.04617604617604619, 0.02597402597402598, 0.027994227994228002, 0.02597402597402598, 0.02597402597402598, 0.027994227994228002, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598]"
262,239942,222350,1,Whatsapp,,"['not', 'user_friendly', 'previous', 'contact', 'get', 'delete']",2019-05-02,118937,not user friendly all previous contacts got deleted,1,not user friendly all previous contact got deleted,Christine Watson,,,"[0.02506265664160402, 0.02506265664160402, 0.04065719855193541, 0.02506265664160402, 0.027011974380395442, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.042606516290726835, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.038707880813143976, 0.034809245335561144, 0.027011974380395442, 0.04455583402951826, 0.02506265664160402, 0.02506265664160402, 0.027011974380395442, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.027011974380395445, 0.030910609857978288, 0.02506265664160402, 0.02506265664160402, 0.027011974380395442, 0.03870788081314398, 0.042606516290726835, 0.02506265664160402]"
263,239944,222352,1,Whatsapp,,"['whenever', 'switch', 'phone', 'application', 'disappear']",2019-05-02,118939,whenever i switch my phone off and on the app just disappears,1,whenever i switch my phone off and on the application just disappears,Susan Adhiambo,,,"[0.025974025974025983, 0.04213564213564215, 0.025974025974025983, 0.025974025974025983, 0.034054834054834074, 0.027994227994228005, 0.025974025974025983, 0.025974025974025983, 0.03405483405483407, 0.025974025974025983, 0.025974025974025983, 0.027994227994228005, 0.04213564213564215, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.04213564213564214, 0.025974025974025983, 0.025974025974025983, 0.027994227994228005, 0.03001443001443003, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.027994227994228002, 0.025974025974025983, 0.025974025974025983, 0.04011544011544013, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983]"
264,239945,222353,1,Whatsapp,,"['much', 'update', 'hate', 'fix']",2019-05-04,118940,To much of updating I just hate it so fix it,3,to much of updating i just hate it so fix it,ryan moses,,,"[0.02645502645502644, 0.02645502645502644, 0.028512639623750717, 0.02645502645502644, 0.02645502645502644, 0.040858318636096395, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.028512639623750724, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.028512639623750724, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.030570252792474994, 0.055261610817166344, 0.028512639623750717, 0.04497354497354496, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644]"
