id,appTitle,userName,date,score,text,Bug_report,
261544,Messenger – Text and Video Chat for Free,pretty Ashi,"April 6, 2019",5,its a best app i like it i can chat any body any where,,
233647,Facebook,Rpad Kunwar,"May 8, 2019",1,Why does not have Dark mode in this app?????,,
41232,WhatsApp Messenger,Ex Roger,"April 1, 2019",1,My Account Banned By What's app without any reason.,,
153664,Snapchat,Atte Järvinen,"March 2, 2019",4,i'd like if there was dark theme,,
214002,Snapchat,RUTURAJ DALAVI,"May 8, 2019",1,why don't you allowes check snap streak & charms on android..?,,
152913,Snapchat,Billie Miller,"March 1, 2019",4,i hate the new update,,
205543,Snapchat,Anne Patrizle,"May 20, 2019",3,i cant preview the gender swap into a video only picture,,
277601,Google,Samuel Shrestha,"March 26, 2019",5,great app😍i loved this app,,
531433,Messenger – Text and Video Chat for Free,Arsh Mahir,"February 20, 2019",3,plz msg remove for everyone ki time limit bdado,,
51864,WhatsApp Messenger,Sreerag Ramakrishnan,"March 15, 2019",4,"Please make an option ,when we press the call button,need to ask yes or no,make an option like that like before, please...",,
349131,Facebook,kim peak,"April 10, 2019",5,love it so much to stay in touch with my family and friends,,
527442,Messenger – Text and Video Chat for Free,,"February 18, 2019",5,Really good and multi functional,,
355408,Facebook,Dhhanesh Advani,"April 7, 2019",5,"Best app till now , i have used",,
307160,Facebook,Becca Lawton,"March 30, 2019",1,"""Unfortunately, Facebook has stopped"" keeps popping up on my home screen over 200 times a day at least. This is since I updated the app on 28th March 2019 after only THREE DAYS of having it installed. This is both ridiculous and frustrating. please fix this as I don't even have the app running when this message blocks my phone up. 😒",,
413429,Microsoft Outlook,Meghan Donnelly,"April 2, 2019",5,"allows me to do my job on the go, so grateful.",,
296107,Google,Vernon Green,"March 7, 2019",5,good very good 👍,,
24260,WhatsApp Messenger,Emmanuel Urassa,"April 21, 2019",5,this app is good for many users,,
213974,Snapchat,Ved Chopra,"May 8, 2019",5,its take to many battery😫😫.plzzz update,,
447049,Google Play Music,,"February 11, 2019",1,"I didn't install, but, I did uninstall",,
63442,WhatsApp Messenger,Ankur gupta,"March 4, 2019",4,facing an issue currently. contacts deleted from my phone book still appears in my whatsapp. please fix this issue,,
28251,WhatsApp Messenger,Parmeshwar Sahu,"April 17, 2019",3,जितने भी लोग ऑनलाइन होते हैं सबको 1 जगह पर दिखाना चाहिए,,
557454,Google,Mariammah Perumal,"May 7, 2019",2,"over z, sad. can ask g z snow gnsdcam cow.ds",,
79611,Snapchat,Guleid XD,"April 29, 2019",5,Nvm im cool now.,,
514391,Snapchat,Monica Price,"February 22, 2019",5,😒 Of course I'm one of the ones that doesn't get the update. I'll go back to 5 stars when I am able to use the new update.,,
268729,Google Play Music,A Google User,"March 3, 2019",1,This app not recommend. Google foce to use this app. Its not accepted. Use 3rd party app like PowerAmp.,,
421635,Messenger – Text and Video Chat for Free,A Google User,"March 30, 2019",2,that I love it,,
436828,Messenger – Text and Video Chat for Free,Saif uddin khan,"March 7, 2019",5,i didnt get the black theme yet.... my phone & massenger is totally up to date...,,
51382,WhatsApp Messenger,SICOKI GAMING,"March 23, 2019",1,help me whatapps i cant use my acc whatapps (two step verification) i forget my pin and my email not recieve pin please help,,
225282,Facebook,russelle carvajal,"May 14, 2019",1,something is wrong on the profile picture cropping,,
11092,WhatsApp Messenger,Shelat Zuber,"February 11, 2019",1,Not working properly. All the time restart aap.,,
40648,WhatsApp Messenger,OMPRAKASH SIYAG,"April 5, 2019",1,"I don't know why, my app will stop working automatically after download, then i need to uninstall and again download , i downloaded 3-4 time in last 5 days. after download it will work fine for 12-24 hrs and again stopped.",,
515507,Snapchat,,"February 19, 2019",5,the snapchat is ok,,
321771,Facebook,,"March 8, 2019",5,"vety good💕👌 verry,good.💕👌good",,
311374,Facebook,,"March 23, 2019",5,MD Zalil 53499@gkailcom,,
219687,Facebook,Sayaadu,"May 26, 2019",4,thise Aap very usefull i like thise s and my friends meet only face book looking to me,,
453807,Google Play Music,Rohan Yadav,"May 20, 2019",3,owner please change eqeliser pleaeaeaeaese,,
139123,Snapchat,Alicia Heppner,"March 21, 2019",5,great to see the body of a few things that you're tagged in,,
440900,Messenger – Text and Video Chat for Free,,"March 3, 2019",5,I experienced to use it quickly,,
267983,Google Play Music,MineCraft MythHunter,"March 25, 2019",5,I Like This App I can Listen To My Favorite Musics and Songs,,
423395,Messenger – Text and Video Chat for Free,,"March 23, 2019",3,I don't understand,,
528174,Messenger – Text and Video Chat for Free,,"February 15, 2019",5,nice app for all people who are using messenger,,
398818,Microsoft Outlook,Joseph DiSalvo,"April 22, 2019",4,"Needs a note feature for flagged emails similar to Google Inbox that syncs across all devices. If I flag an email for followup, I'd like to be able to leave a reason/note/to-do. Also, would be cool if Microsoft To-Dos were displayed in Outlook in line with emails to increase visibility of my tasks and reminders.",,
306198,Facebook,A Google User,"March 28, 2019",5,hi hi hi gi hi tv tv,,
307094,Facebook,B. Maiklad,"March 30, 2019",4,"Copy text button pops up too many times New update is annoying. When I read an article on facebook app, everytime I slide down the screen, the copy text button always pops up. I don't want to copy any text. I just want to scroll down.",,
298255,Google,,"March 6, 2019",5,keep Google enjoy movie fun it life,,
21466,WhatsApp Messenger,alisha fatwani,"April 26, 2019",5,Plzz bring contact list,,
169810,Maps - Navigate & Explore,Mehmood Ali,"March 6, 2019",5,soo nice like it Very good best,,
515265,Snapchat,Bobo dBobo,"February 28, 2019",4,"I like snapchat, but I wish I could save images from my camera roll to the My Eyes Only section.",,
151467,Snapchat,Taylor Froese,"March 1, 2019",5,update spead everything up. amazing but BRING BACK THE WIDGETS!!!,,
529234,Messenger – Text and Video Chat for Free,,"February 19, 2019",1,very helpful for chating..,,
69528,WhatsApp Messenger,Barry427,"March 2, 2019",5,"amazing app, great for my travels",,
529971,Messenger – Text and Video Chat for Free,,"February 19, 2019",5,nice connect with Facebook friends or old contacts,,
238247,Facebook,Banvari Lal,"May 1, 2019",5,thanks again and I look me,,
367799,Maps - Navigate & Explore,Anju Bala,"May 26, 2019",5,This app good for transit information,,
275919,Google Play Music,Mi Phone,"March 2, 2019",5,best goole app for music,,
312866,Facebook,Tendai Mabhumbo,"March 16, 2019",1,"The ""See more"" feature isn't working in the app...PLEASE FIX IT!!!",,
465660,Microsoft Outlook,,"March 16, 2019",5,easy and secure.,,
385649,Microsoft Outlook,Matthew Pilatti,"May 25, 2019",1,bigs out constantly..wont load messages...have to uninstapl and reinstall all the time,,
570723,WeChat,,"March 20, 2019",1,worthless app....someone has reported my account for no reason....and the app is supporting it...,,
444860,Google Play Music,A Google User,"February 12, 2019",1,Refuses to play certain songs for days on end. Would give zero stars if I could. can it maybe not perpetually arbitrarily skip a track im trying (and paying) to listen to?,,
47036,WhatsApp Messenger,A Google User,"March 30, 2019",5,I am going now to,,
311795,Facebook,Catherine Fleming,"March 20, 2019",1,Not allowing me to post 😕 Not allowing me to even access yet alone change my settings through the app.,,
101035,Snapchat,Loretta renee,"April 3, 2019",5,"fun! good way to talk to friends and maybe spill a little tea! I love this app and it does so much for me. I can contact my coaches to know if a schedule has changed or I can catch up with my internet friends. and you can add or unadd anyone. you can also block and unblock any people who get on your last nerve. all in all, I love this app! ❤",,
20246,WhatsApp Messenger,A Google User,"April 26, 2019",3,"Since the last update, media playback when viewing the status updates halts😐 on my Huawei honor 7A device. Still no fix on this update😑",,
89942,Snapchat,Chelsea Miller,"April 14, 2019",2,Why is the camera now extremely zoomed in? If I wanted a zoomed in camera I would buy an iPhone.. please change it back to how it was! I can barely get a group photo on it now without pretty much breaking my arm.,,
546757,Maps - Navigate & Explore,Abir Sarkar,"April 10, 2019",5,"Abir Sarkar, Hobirbari Bhaluka Mymensingh",,
305844,Facebook,mohamad ammar afif mohamad ridzuan,"March 29, 2019",4,Something wrong with facebook? online not even a minute then suddenly log out saying 'session expired',,
242409,Messenger – Text and Video Chat for Free,Allan Harold Alagao,"April 27, 2019",1,why messenger ryt now is not working properly.. when u watch movie or clip in messenger the back indicator will not appear..then when i click the back botton of my phone it going back directly to menu..then i will going to open the messenger again.. please fix this issue.. for the better of ur company..thanks,,
328887,Facebook,,"March 3, 2019",5,I like dark mode,,
85777,Snapchat,Kathleen Garcia,"April 18, 2019",1,the filter is over and sometimes i can't even see my nose,,
285340,Google,Vishwakarma Virendra,"March 23, 2019",5,Good service I like it,,
459976,Microsoft Outlook,thetruemask,"March 26, 2019",1,"No option to print, or save as. Worst thing of all when you press ""Load"" button on any screen to load archive or load spam or load more emails. It takes a insanely long time I have left it for over 10 minutes and nothing shows up at all. Trying to view an important email from a month ago. not working. hate i cant view my older emails.",,
256110,Messenger – Text and Video Chat for Free,A Google User,"April 12, 2019",3,Kamneeno Log Out Ka Option Hi Nhi Es Mein😡😡😡Do Something About Log Out Option,,
68890,WhatsApp Messenger,,"March 3, 2019",5,you to to upgrade us on the system where we used to send attachment on more than twenty people,,
399447,Microsoft Outlook,Tammy Port,"April 18, 2019",1,Also having issues suddenly - my exchange email account is shredded through the outlook app. Works fine in Gmail so I've been using that instead. I've reset several times and am now trying to delete and uninstall.,,
464284,Microsoft Outlook,Jorel Plata Vivanco,"March 25, 2019",1,the app does not make a vibration when a new mail arrives.,,
560674,Google,Dawn O'KEEFFE,"May 7, 2019",2,don't search for Google help on google my daughter got swindled out of 2000.00.,,
142397,Snapchat,,"March 14, 2019",5,kool mot contact on it though,,
145997,Snapchat,thepastelk,"March 12, 2019",1,"ever since the update I can't use it at all. It crashes and just says it's ""updating"" I can't use it at all. once it's fixed, I'll fix the review. please halp 😭",,
107432,WhatsApp Messenger,Alireza Ab,"May 26, 2019",4,Please add to the program's unlock program forever,,
27797,WhatsApp Messenger,helen basuki25,"April 16, 2019",5,"pengen tampilan whatshapp dibuat seperti iphone,,mungkin lebih keren",,
103226,Amazon Shopping,Emm Mmmy,"April 19, 2019",4,on Wed Nov I,,
423733,Messenger – Text and Video Chat for Free,,"March 24, 2019",5,It is so good Aap so good,,
217883,Facebook,A Google User,"May 26, 2019",1,hi why i cant get in my facebook or updrade it something is wrong,,
367601,Maps - Navigate & Explore,FLOYD E. MASON II,"May 21, 2019",5,Very much helpful getting you to where you want to go,,
382362,Microsoft Outlook,Fily Ibarra,"May 31, 2019",5,great app keep up the good work,,
459135,Microsoft Outlook,A Google User,"March 30, 2019",1,just dont like it but have to use it for work.,,
570559,WeChat,,"March 13, 2019",1,"体验最糟糕的聊天软件1.后台耗电巨大，如果启用安卓8.0 power saving feature后台断网会使消息推送延迟，请使用真正的GCM避免此类问题 2.功能太多太臃肿，微信支付体验很差而且没有客服，可以将支付功能单独做成一个app，依靠产品质量来吸引用户 3.小程序的思路简直疯狂，彻底变成了操作系统级别的应用程序，为了钱，早已背离了初衷，这不是一个app应该有的样子 4.建议将聊天功能分离出来做一个单独的app，类似telegram的功能 the worst chat app I have ever used 1. consume too much battery in background, the power saving feature of Android 8.0 will make the messages pushing delay, plz use the true GSM 2. too much functions, the wechat pay, mini program, etc. republish the chat as a separated app",,
387385,Microsoft Outlook,Luís Fernando,"May 23, 2019",5,very easy to use,,
389598,Microsoft Outlook,Banjo Owoniyi,"May 16, 2019",4,"Great, but need to improve on mail delivery time.",,
192628,Messenger – Text and Video Chat for Free,SABBIR HASAN,"May 8, 2019",4,"I can't play games since a week, what's the remedies??",,
286039,Google,,"March 24, 2019",2,"त्द्ज़्,एर्द्व्)ग्र. F5Z 5ट्@त",,
217605,Facebook,A Google User,"May 26, 2019",5,facebook is awsome and soon will be fully scammer free,,
194992,Messenger – Text and Video Chat for Free,Randy Morris,"May 1, 2019",5,I am unable to update this app,,
54528,WhatsApp Messenger,,"March 16, 2019",5,"90% of people got their mate only bý whats app ,It is a very nice App and awsome performance .",,
489481,Google,Caitlin Peach,"April 6, 2019",2,since the last update it his freezing and crashing.,,
101226,Snapchat,Mohamad Sadeddin,"April 2, 2019",1,You guys are really starting to suck,,
210408,Snapchat,Kwan Allen,"May 14, 2019",1,fix the bug. cant even watch snap stories,,
137433,Snapchat,dasherkiller lol,"March 24, 2019",5,very fun to talk to my friends 1000 stars,,
66359,WhatsApp Messenger,,"March 2, 2019",2,if u send any photo in good quality it will automatically converted into lower quality,,
436843,Messenger – Text and Video Chat for Free,,"March 7, 2019",1,Please bring the old emoji back.... new one's are freaking irritating...,,
169834,Maps - Navigate & Explore,Moguluri Premkumar,"March 8, 2019",3,some time not working.,,
478021,WeChat,william marshall,"May 8, 2019",1,getting blocked for no reason,,
128014,Amazon Shopping,Sergio Gomez,"May 4, 2019",5,We love Amazon 💯,,
8160,WhatsApp Messenger,Rohan Ajay,"February 20, 2019",5,Wow ! Wow!i!,,
459667,Microsoft Outlook,Milos Klac,"March 27, 2019",4,"Great app but still not as user friendly as it should be. Folders are not updated as inbox... Contacts need to be saved manualy in phone, etc...",,
508087,Snapchat,Sunshine Mac,"February 14, 2019",1,I love it!!!,,
567812,WeChat,Navjot Singh,"March 14, 2019",1,Just downloaded Android Q and Wechat is not responding.,,
209284,Snapchat,Shambhavi Sharma,"May 14, 2019",5,woow i love snapchat😍😍😍😍😘🤩☺️,,
398660,Microsoft Outlook,Old White Hair,"April 18, 2019",1,"Absolutely dreadful! Repeatedly fails to function after updates until a restart is performed. I had to try many times to delete an unwanted draft - restart required again. Messages won't load-restart again. Outlook for mobile continues to be sporadically unusable. Contacting 'support' is an unrewarding trudge through a mire of denial - typically, Microsoft refuse to accept ANY issue is THEIR fault. This attitude makes the ongoing problems with this app even more irritating. AWFUL!",,
176124,Messenger – Text and Video Chat for Free,Andy Clark,"May 26, 2019",1,new update wont install 😠. still not working please fix 4.5.19. still not working very bad app 😠😠 7.5.19. finaly working thank you. 10.5.19. 😊😊. ITS 19.5.19. and not working AGAIN 😠😠😠😠😠😠. STILL NOT WORKING. 26.5.19,,
392827,Microsoft Outlook,A Google User,"May 9, 2019",2,"Calendar colouring option works nice, but I set the colours on my phone to fit the phone app (which has fixed colors), however it also ""repaints"" my desktop calendar which uses different colours to fit the theme used. Those either need to go separate or enable more app customization on the phone. Also, I am still missing basic features and settings like schedule or interval when to retrieve email, or the ability to do it manually. Does not connect with the phone contacts - option is grayed out.",,
548476,Maps - Navigate & Explore,Adarsh Sharma,"April 6, 2019",5,Helpful in daily life,,
261334,Messenger – Text and Video Chat for Free,ŞħѧٳҠħų βѧβѧ,"April 6, 2019",1,how to disable screen popup? it's irritating,,
319503,Facebook,,"March 15, 2019",1,"I have done so many updates with facebook and still in the group's I am a member of it is still saying ""NO PHOTOS TO SHOW"" it's so annoying just FIX IT",,
344541,Facebook,Benny Lee,"April 14, 2019",1,"14-April: FB was slow and did not refresh properly. Logout, now I could not even login back! Please fix this connection issue. Not the 1st time!",,
91146,Snapchat,Jennie Mcabee,"April 17, 2019",5,"all i do is talk to my crush and i can make a group plzz git it, it is funnnn",,
30094,WhatsApp Messenger,thiru kumaran,"April 13, 2019",4,it is nice App very easy to use,,
345458,Facebook,Jensen Groesbeck,"April 14, 2019",1,half of my comments never post. it keeps telling me i have new notifications when theyre days old. comments run over each other with random gaps in the comments section as well. i thought the update would fix these problems but theyre even worse.,,
572007,WeChat,Timothy Hjorleifson,"February 10, 2019",2,No end to end encryption unlike its competitors. Latest update results in unreliability with regards to receiving messages.,,
529046,Messenger – Text and Video Chat for Free,,"February 20, 2019",5,So cool #1.,,
5456,WhatsApp Messenger,Samual Persaud,"February 17, 2019",5,WhatsApp is it great app I am hoping soon you will be able to add more than three pinned chats,,
70171,WhatsApp Messenger,,"March 2, 2019",5,need video call privacy option...,,
443628,Messenger – Text and Video Chat for Free,,"March 1, 2019",1,tangina ayaw mag dark mode,,
163591,Maps - Navigate & Explore,tach with anil,"March 19, 2019",4,nice i like this map,,
296722,Google,Awkward girl diy,"March 8, 2019",1,",, dumb aap",,
459621,Microsoft Outlook,Sadie M Chamberlain,"March 29, 2019",4,"Love Outlook, but since last update I can't view images in my junk mail folder. This was one of my most used features. Please bring it back.",,
136953,Snapchat,,"March 22, 2019",1,doesnt work its broken it is the worst rated app ever i wouldnt install it again I HATE IT,,
197117,Snapchat,Savahna Lomba,"May 31, 2019",5,This app is awesome because you can use bitmojis,,
289664,Google,Darlene Rawls Grissett,"March 19, 2019",5,It has everything!,,
314182,Facebook,,"March 19, 2019",1,not able to open my account even after changing my password I'm unable to open my Fb account when I have written the verification code it made another 🆔 please fix it otherwise no one will use Fb in upcoming dates,,
62193,WhatsApp Messenger,chaeleena,"March 9, 2019",1,why i cant see others status? please fix !,,
11077,WhatsApp Messenger,,"February 11, 2019",5,it is the best to connect with friends... everything is good in this except calling...some times it gives lot of trouble otherwise it is the best app,,
52513,WhatsApp Messenger,Pauline Miriam,"March 17, 2019",5,The app will assist me greatly to Google.,,
404728,Microsoft Outlook,Sunny Leo M,"April 19, 2019",4,need slight improvement... but overall is fine.,,
538348,Maps - Navigate & Explore,Susan Beck,"April 16, 2019",3,I work for a company that services rail crews by transporting the crews to their destination. it is important to me to be able to see rail tracks to find the right locations. Google Maps downplays rail tracks so much that I have difficulty finding them as well as seeing them at all on the map. I would appreciate an adjustment in that area of the maps. Thank you for your help in this very important task.,,
567622,WeChat,A Google User,"March 22, 2019",3,i have been a wechat user since few years back. I liked this app alot. but i got disappointed since last few month because my Wechat people near by doesn't funcion at all. i can see people in people near by online but they cant see me. i have been trying many things to fix it including reinstalling the app but still not working. please fix this problem thank you,,
158495,Maps - Navigate & Explore,ISMAIL ABD RAHIM,"March 19, 2019",1,"Innacurate unreliable useless apps. Wrong location, wrong destination. Please uninstall this apps waste phone space. This apps not even worth it to rate 1 star.",,
43487,WhatsApp Messenger,munni arif shaik,"March 31, 2019",1,bad app slow installing,,
150853,Snapchat,Connor Tomlin,"March 3, 2019",3,"Most recent update took away the option for me to face swap with saved photos (yes, i have all permissions allowed). Additionally, it deleted half my streaks out of the blue.",,
9373,WhatsApp Messenger,Jyotshna Lama,"February 20, 2019",5,i love this app,,
104371,Amazon Shopping,Katie Newberry,"April 13, 2019",5,its fast and a very good sit,,
393727,Microsoft Outlook,Gordon Anderson,"May 9, 2019",5,Works reliably between all my Android and IOS devices. Well supported with regular updates.,,
269129,Google Play Music,Hadiyal Vijay,"March 21, 2019",5,bhai bahi bhu bhU,,
515022,Snapchat,Queen pierre,"February 28, 2019",5,it don't have vhs filter,,
64818,WhatsApp Messenger,Sanket Mody,"March 5, 2019",5,use on daily basis!!! mandatory app,,
410755,Microsoft Outlook,RAJNEESH PATHAK,"April 6, 2019",5,real email app some impovment requied,,
83710,Snapchat,A.J. Arch,"April 21, 2019",2,The app is obviously automatically zoomed in on my face after the last update when taking selfies which is annoying since it makes the camera seem so much closer to your face.,,
354757,Facebook,A Google User,"April 3, 2019",1,videos keep stopping every 10 seconds,,
39828,WhatsApp Messenger,Swapnil Bhagat,"April 3, 2019",5,"its to make calls,chats & much more...",,
179705,Messenger – Text and Video Chat for Free,Jack Dawson,"May 21, 2019",1,my day videos doesn't upload more 20 second:(,,
406154,Microsoft Outlook,Clement Ononuju,"April 20, 2019",5,One of the best application in the world!,,
584267,Google Play Music,Shesdhar Maurya,"April 21, 2019",4,. . lot MI drop/ see,,
156421,Maps - Navigate & Explore,A Google User,"March 30, 2019",1,"this app really sucks! it is too difficult to maneuver and takes too long to load. what's the difference between this and Google Earth, they both suck!",,
309705,Facebook,Wiz Elias,"March 23, 2019",5,I love Facebook i am addicted to it #i am from this world and proud to keep in touch with family and friends all over the world thanks Facebook,,
247473,Messenger – Text and Video Chat for Free,Juujuu Ichi,"April 21, 2019",1,cant see the nicknames in my chat conversation,,
530966,Messenger – Text and Video Chat for Free,,"February 20, 2019",5,easily to meet with friend every where,,
364937,Maps - Navigate & Explore,Jims Detail,"May 28, 2019",4,sometimes i wish i could turn off all the place/business suggestions. Dont remember what life was like before google maps though.,,
507624,Snapchat,,"February 15, 2019",1,"Slow and jumpy. When I am patient enough to use it, my battery drains quickly. Some serious bugs in this release!",,
347543,Facebook,Nagaraj Rebal,"April 12, 2019",3,videos are playing automatically.,,
585926,Google Play Music,Cuzinwill camera hill,"April 16, 2019",5,I play for hours,,
43774,WhatsApp Messenger,A Google User,"March 31, 2019",5,i love to play whst apps,,
416842,Messenger – Text and Video Chat for Free,Rafia Sruti,"March 30, 2019",4,"the new upgrade is 🔥🔥 great to see that they are creating such great contents on it i like the dark mode but it would've been better if they also upgraded the photo uploading quality, sometimes it breaks and pixaltaes halfway through",,
460623,Microsoft Outlook,A Google User,"March 28, 2019",5,very happy with Outlook 😀,,
257311,Messenger – Text and Video Chat for Free,angela banks,"April 13, 2019",4,"The app seems to be working well now, but find the times shown on friends last seen is very small on my notepad.",,
202533,Snapchat,Malia Morgan,"May 20, 2019",5,it'Amazing and you can text people for free,,
528282,Messenger – Text and Video Chat for Free,Emilio deGuarda,"February 28, 2019",1,Hate how you have to switch to messenger to send out texts in Facebook. Seems an afterthought patch rather than an integral part of Facebook.,,
243792,Messenger – Text and Video Chat for Free,Obi Kash,"April 25, 2019",5,Great tool highly recommended,,
154955,Snapchat,chris Houghton,"March 3, 2019",3,"i love it, but for some reason, im not getting notifications, its enabled on my phone and in the app, but no notifications",,
194249,Messenger – Text and Video Chat for Free,Alberta Freeman,"May 5, 2019",5,"Messenger/ Very active, personel, excellent for calling my grandkids, this app is good for voice call and texing.",,
374399,Maps - Navigate & Explore,Charles Ralefatane,"May 17, 2019",4,Best thing ever for navigation,,
251085,Messenger – Text and Video Chat for Free,tousif ahmad,"April 20, 2019",1,Why there is no feature of turning front flash light while video calling? Pathetic,,
334845,Facebook,Ian Marthia,"April 28, 2019",1,new update marketplace wont work,,
284500,Google,,"March 23, 2019",5,very good app!,,
514306,Snapchat,adriana hernandez,"February 28, 2019",1,it says its updating and wont let me message anyone,,
254666,Messenger – Text and Video Chat for Free,Erica Rose Omolida,"April 14, 2019",5,helpful (y),,
513108,Snapchat,Anthony Demo,"February 28, 2019",1,"One of the worst messaging apps I have ever used, super slow and laggy on the galaxy but amazing on the iphone. Half the time it won't send my texts to people and the other half it freezes all together",,
333154,Facebook,Chad Hatting,"April 30, 2019",1,"Why would you make everything white? I actually want a dark mode, not an update to make everything brighter!",,
84304,Snapchat,HoldStup 1921,"April 27, 2019",1,was fun at first but then the messages stop sending through and i couldn't reply to anyone,,
54604,WhatsApp Messenger,Chandu Shekar .G,"March 24, 2019",2,others status irritating me.. there shud b option not to receive any status.. block status,,
211601,Snapchat,Austrid Cohrs,"May 8, 2019",5,I can always talk to my friends.,,
509041,Snapchat,horizon 7#,"February 17, 2019",1,cant make private storys anymore?,,
322271,Facebook,John Harvey,"March 9, 2019",1,my phone was too low of a quality to run. had to use Lite version.,,
79681,Snapchat,Daniela Fuentes,"April 30, 2019",3,I need yall to fix this error or sum it wont let me log in even tho everything is good and I can't change my password through phone cause it saying it aint right and when I do change it its thru email but I type it in and still says incorrect please help I got too much good memorys there plz.,,
102420,Amazon Shopping,jennifer consolino,"April 24, 2019",5,best app ever u must imvrst,,
468686,Microsoft Outlook,Brandon McCullah,"March 8, 2019",3,"Still waiting for the 2 year old, 7000+ vote ""subfolder notifications"" bug to be fixed.",,
556137,Google,Vibha Tiwari,"May 20, 2019",4,Best App In Work Purposes I am loving It,,
277264,Google,Zakariya Alibhai,"March 31, 2019",5,my name is jeffy,,
114973,WhatsApp Messenger,Sridam Bhowmick,"May 14, 2019",5,dowunlod. what's app,,
470810,Microsoft Outlook,Tina Thompson,"March 11, 2019",1,"all I've used for 20 years, then I get an update last week and now I cant attach multiple photos to an email any longer. they attach in the body, but at destination you cant save them as the arrive as a webpage. this seems like a ridiculous utter stupid update. I think Bill's had one too many pesticide laden veggies. oh right, he only sells those to us $$$, he eats organic. anyways, I can no longer use my email as I take photos for my events and use them in impact reports for my clients USELESS",,
567135,WeChat,汪小杰,"March 27, 2019",5,i loved this app. but please update to support anroid Q. i can not open the app after i update the operating system to Android Q beta.,,
483394,Google,Faisal Nawaz Sahi,"April 26, 2019",5,Great source of information.Thank you.,,
142498,Snapchat,Caleb Burckhard,"March 16, 2019",4,"Can't play videos Literally says ""Can't play this video."" To every single video i try to play! Please help me!",,
525639,Messenger – Text and Video Chat for Free,,"February 18, 2019",4,it more accessible than the previous version,,
389771,Microsoft Outlook,Karen Maree Kenny,"May 14, 2019",2,It worked well. lately it stopped working and everything ive tried has failed to make it work again! ive googled and tried all suggestions by others. so very frustrated.,,
349250,Facebook,Abdul Rehman,"April 12, 2019",1,not working properly videos,,
469197,Microsoft Outlook,Kakasaheb Nimbalkar,"March 19, 2019",3,It's good some times I need to uninstall this application and again install..😊,,
478911,WeChat,Saii Plays,"May 13, 2019",2,"Please help me , i did nothing wrong but i cant unblock my account i dont know someone who has we chat morethan 6 mos . my account got blocked :( i really need we chat huhuhu please help me",,
562898,Google,Pooya Moradi,"May 1, 2019",5,"love the new notification features (live soccer feeds, news and the weather)",,
542253,Maps - Navigate & Explore,force bro,"April 12, 2019",5,how can bring speed limit on Google maps can you help me please,,
312531,Facebook,D T,"March 23, 2019",1,"keeps asking to turn on location , it is on so fix it",,
97241,Snapchat,Riya Jain,"April 6, 2019",4,its nice but need morw filters....,,
513274,Snapchat,,"February 28, 2019",2,"I often take screenshots or pictures and share it with my friends.. but this last update removed one of my most used features; being able to edit pictures from my camera roll before sending it in chat. Now theres only one option, to send it. Which is really bad, I need the option to cencor/black out sensitive information etc.",,
193337,Messenger – Text and Video Chat for Free,Mr Bird,"May 6, 2019",2,"Chat bubbles keep closing when screen is locked, it won't notify me about my messages at all untill i go into the app, delay on messages showing up when i do go into the app, fix this please, you always have some form of glitch, what even with that",,
140339,Snapchat,,"March 21, 2019",4,"pretty much good, it stopped crushing in my situation 🙂",,
254337,Messenger – Text and Video Chat for Free,salman ullah,"April 14, 2019",5,Good app to use. I ever used,,
565865,WeChat,A Google User,"April 12, 2019",5,It's not working with 3G network to I'm use VPN connection please let application using easy network and easy to get red packets no need for add visa because in some countries now not supported some banks in Yemen it's just working in China bank please make the problem's soon and put search nearby be use any country people like to search in USA OK I can see people's from USA or I need to be in China I get people nearly from China. .please let the application use less memory,,
35091,WhatsApp Messenger,Mohamed Munawir,"April 14, 2019",5,WhatsApp stop working????,,
405019,Microsoft Outlook,Olalekan A. Dada,"April 12, 2019",1,Recent update won't allow me to even log in to my email. It worked perfectly fine before the update.,,
547152,Maps - Navigate & Explore,Hussain Farhad,"April 2, 2019",5,Not bad but please update more and weather adjust,,
382287,Maps - Navigate & Explore,Van,"May 1, 2019",3,"5/1/2019 new update crashes when u try to save a place in bookmarks Old: Save a location, there should be a star on the map. Sometimes it appears, other times they don't.",,
103752,Amazon Shopping,Dylan Francois,"April 13, 2019",5,d she Dr thinks studies does T sheave oaks day that take,,
170171,Maps - Navigate & Explore,,"March 7, 2019",1,"Recently this app has stopped working. I can zoom in and out but street view and directions (sat nav) functions no longer work. It's constantly frozen and I can't even access the in-app menu. What has google done to it? After more updates and uninstalls etc etc....it is still not working. It keeps freezing and can't do anything with it, unable to navigate or use street view. Have now stopped using Google Maps altogther, it is pointless app on my phone now!! It used to be a great app!",,
242123,Messenger – Text and Video Chat for Free,Getu Abera,"April 27, 2019",5,messenger textp is good to know up to date every news.,,
388920,Microsoft Outlook,Tom Mate,"May 20, 2019",1,Absolute heap of dogshit doesnt even open anymore after last update,,
142726,Snapchat,,"March 15, 2019",5,I need an update tho,,
40556,WhatsApp Messenger,Rajasekar Vivek,"April 7, 2019",5,Some time network problem but I like it Nice app,,
303353,Facebook,A Google User,"March 31, 2019",5,it's awesome and cool aap,,
419951,Messenger – Text and Video Chat for Free,Madison Foster,"March 20, 2019",1,it will not let me log on I have both password and email correct switching phones,,
