,tweet-id,timestamp,likes,replies,retweets,Bug_report,text
330,1.11846179737423e+18,2019-04-17 10:30:47,1,1,0,0,how bad of a mistake was that i have not used snapshot in ages but i kind of want to get back on it because it is random as fuck
334,1.09389050672623e+18,2019-02-08 15:13:14,3,1,0,0,i am so thankful to have you because your never ending opt amiss kindness and beautiful outlook on the world has helped me in a really bad year of my life but your performances your ti are on nana and just the comfort you gave me have been a great escape this year
335,1.10591346241118e+18,2019-03-13 19:28:10,0,0,0,1,abuser having trouble unloading photos to my site and sharing in groups related to the apparently massive problems your experiencing
336,1.13347616957841e+18,2019-05-28 20:52:32,0,1,0,1,yes i even tried to clear the storage of the application and add the account again but it gives an error i had to switch to mail usl
337,1.11758036640614e+18,2019-04-15 00:08:17,0,0,0,1,abuser how many more days before you fix the nested mine has been down for day at least i am spending less ti are on face-on and hopefully your ad revenue continues to go down
338,1.10592879484468e+18,2019-03-13 20:29:06,0,0,0,1,abuser face-on fix your application it is force quitting and it is getting annoying
339,1.09915604849201e+18,2019-02-23 03:56:37,5,1,1,0,i try really hard to be a good friend to anyone who is good to me problem is i am not good at testing back or remembering snapshot conversations making plans frequently or traveling very far so basically i lack basic ability to keep a friend longer than month
340,1.10256715696803e+18,2019-03-04 13:51:09,0,0,0,1,abuser more than photo albums are empty index problem lack of redundancy give me back my pictures please usl
342,1.12105177083325e+18,2019-04-24 14:02:24,42,4,10,0,bond market says the fed has tightened too much and will be cutting rates this year stocks love that the growth and inflation outlook is so bad that the fed has to begin cutting rates good ti ames
343,1.11031439239723e+18,2019-03-25 22:55:54,0,0,0,0,i am the ex you would love to have my ex from years ago have problems with her boyfriend and i am the fixing shite gave me his snapshot and goes like please slap some sense into my boyfriend mao
345,1.09500453846811e+18,2019-02-11 17:00:00,0,0,0,1,the outlook error can not open your default email folders is more than annoying it is a productivity killer heres some ways to fix it usl outlook email
346,1.13226533736835e+18,2019-05-25 12:41:07,1,0,0,0,i know it is something i like to see from players of that franchise also but it is more of a state of the game outlook i saw instead of the soft contest issue
348,1.10590984316305e+18,2019-03-13 19:13:48,0,0,0,1,abuser i can not send photos on whatsit all of a sudden just asked a friend to try and same problem is the system down
349,1.10598847906073e+18,2019-03-14 00:26:16,2,0,0,1,what the fuck kind of issue is it if its not a major dos attack
351,1.09874454697917e+18,2019-02-22 00:41:28,0,1,0,1,spent far too long today trying to determine why some systems would update outlook to v and others were stuck at all to diagnose a rendering issue in the new version usl
353,1.13152486903047e+18,2019-05-23 11:38:46,0,3,0,0,you said your issue with pms is that they lie to get into power do not pick and choose your outlook wily lily that will not happen have you read the party detailed financial plan if you have then great otherwise stop spouting tabloid headlines like there fact
354,1.12345337417368e+18,2019-05-01 05:05:31,0,0,0,0,i need to start being in contact with my siblings on my dad side i am the oldest and i know nothing my little sister got shot in the leg and i found out from snapshot like thats crazy anything could of happen it could of been bad shaking my head i really need to do better with that
356,1.13084886876816e+18,2019-05-21 14:52:35,1,1,0,1,abuser has become such an essential tool for communication but the problem with every good thing is the burden that comes with it we have reached to a point that we can not safely delete abuser because of easier it has made communication but at the same ti are some features
358,1.10662965742683e+18,2019-03-15 18:54:05,1,0,0,1,abuser fix your sms codes
359,1.09585340355567e+18,2019-02-14 01:13:06,14,1,1,0,on oth if anyone ever had a problem or needed to fix things they always showed up at their door to talk in person and i am thinking wow in real life we snapshot or subtle about our problems and itdoesnt fix anything
360,1.12249753256589e+18,2019-04-28 13:47:21,2,2,0,1,ironic filter snapshot seeing as i am going to see endgame and have a very bad ti are but ill roll with it usl
361,1.09652815412505e+18,2019-02-15 21:54:19,0,0,0,0,too bad this did not happen before your tes outlook article today abuser aha would be interested to see how he stacked up versus the available options you mentioned usl
363,1.1097243171416e+18,2019-03-24 07:51:09,0,1,0,1,abuser you broke your twitch application
364,1.09400549037018e+18,2019-02-08 22:50:09,3,0,0,0,ok people we all know the roads are bad you do not need to document it on your instagram snapshot twitter face-on or any other social media site with a picturevideo be safe and do not focus on your phone when your driving
365,1.11254929939986e+18,2019-04-01 02:56:37,0,1,0,1,abuser every are i post a snapshot to my private story it posts to my real story can you please fix it now right now like i am serious i know you are reading this so respond because it is so embarrassing please dm me or something and help
367,1.13091724273927e+18,2019-05-21 19:24:16,0,1,0,1,abuser i logged out of my account because it was being slow and when i tried to log back in it said that there was an error my account is oscaroyle
371,1.12059636023811e+18,2019-04-23 07:52:46,0,0,0,0,alright thank you anyway it is just that i broke my note and have no other way to contact my friends in the case that events occur which result in me not seeing them for quite a long ti are
373,1.11415408160015e+18,2019-04-05 13:13:27,0,0,0,0,it was interesting to read the outlook of different employees on this issue usl
374,1.09499530219565e+18,2019-02-11 16:23:18,0,0,0,0,the it guy at work is trying to fix my microsoft outlook issues via remote desktop and he is just goggling error messages and reading forums man i could have done that
377,1.10599800409846e+18,2019-03-14 01:04:07,0,0,0,1,yes my face-on ac are error and very problem
378,1.10600948928155e+18,2019-03-14 01:49:45,0,0,0,0,abuser fix you are shit
379,1.1174004346274e+18,2019-04-14 12:13:18,1,0,0,0,they need to fix that shit
380,1.10808483251545e+18,2019-03-19 19:16:25,1,0,1,1,now it appears some functionality in the outlook web client is also affected we have not yeti wouldentified the root cause of the problem but are currently working with microsoft to troubleshooter and solve this issue we will post updates as soon as we have more information to share
382,1.10067375624517e+18,2019-02-27 08:27:27,0,0,0,0,abuser dear sir this is peasant srivastav from outlook magazine want to meet you on ashman barat scheme progress can you give your contact number so i can fix appointment my number is thanks
383,1.1136187371254e+18,2019-04-04 01:46:11,0,2,0,1,abuser my email is not working every are i go to log in it comes up with an error page saying something went wrong we can not get that information right now please try again later
384,1.10621430633987e+18,2019-03-14 15:23:37,0,0,1,0,charisma is in the eye of the beholder i fail to see any in robert rourke he acts like a teen girl on snapshot for one thing
386,1.10227229605868e+18,2019-03-03 18:19:29,3,1,0,0,just survived accidentally changing the language in outlook to afrikaans the trouble is that once you change it you have to learn some afrikaans to change it back
388,1.09358945950385e+18,2019-02-07 19:16:59,0,0,0,0,i downloaded abuser just to watch abuser show bringingupbhabie if only i could be again that little mf bad as hell just like me laugh out loud i fuck wit her
390,1.10594878820681e+18,2019-03-13 21:48:33,0,0,0,1,when are you going to solve the fucking problem jodami
391,1.11471064181676e+18,2019-04-07 02:05:01,3,0,0,0,honestly would rather someone tell me they dint want to hang out with me than have them lie and post on snapshot that they were doing what they said they dint want to do
393,1.10853437914656e+18,2019-03-21 01:02:46,5,0,0,0,id like to announce that i will run for president of the united states in my first act as president would be to create legislation to make it illegal to put more than pictures on your snapshot story i believe this is an issue we can all get behind
394,1.1228719279814e+18,2019-04-29 14:35:04,0,1,0,1,abuser hi i am trying to send mails to a number of recipients from my outlook account only to keep getting an error message from postmaster why is this can you help please i have attempted to call the helpline but it is ringing out thanks
395,1.13037511403641e+18,2019-05-20 07:30:03,0,1,0,1,abuser the box to create a post is missing from my business pages specs bags and more and craftychicdawn but i can create a post from my personal page are you aware this is happening do you know how long it will be like this is anyone else experiencing this problem
396,1.12769492721375e+18,2019-05-12 21:59:56,0,0,0,1,abuser i am a teacher and i use whatsit business to pass on i important information to students my whatsit is creating a lot of issues from past months i have attached details about the issue with this tweet please solve the issue at the earliest usl
397,1.11270503113922e+18,2019-04-01 13:15:27,0,0,0,1,abuser accounts i have tried to make just to set up a business page the first two you block this one you let me use for an hour then block each ti are i provide would you never reply you just want to swe everyone fail how can you get new users if you block every account
398,1.10025727225553e+18,2019-02-26 04:52:30,0,0,0,0,i forgot i had a snapshot but my phone is broke and i forgot about that to
400,1.11776041932886e+18,2019-04-15 12:03:45,14,0,0,0,leading up to a con i usually feel bad i have gone to too many spent too much money it is more exhausting than exciting now i need to stop but buy the end i am hooked again i feel like it was a spiritual retreat and i have a brighter outlook i will probably be back sancha
401,1.11953387474332e+18,2019-04-20 09:30:50,0,0,0,1,abuser abuser abuser abuser i have requested a lot of ti ames with the face-on support team for the issue i am facing for my webster usl saying your usl has been blocked still the support team says your request is in processes please look over the issue
402,1.12514048716418e+18,2019-05-05 20:49:30,0,0,0,1,i am so sorry to bug you but my account adriantheboi is still locked
403,1.13270804743062e+18,2019-05-26 18:00:17,0,0,0,1,abuser and abuser need to fix their ways usl
404,1.11506690654383e+18,2019-04-08 01:40:42,0,0,0,0,getting my heart broken multiple ti ames on different occasions from someone you spend the most ti are with and thought you could trust hurt different makes you are outlook different for your next partners and already on edge bout trusting themwhich int fair at all to them
405,1.12420951406702e+18,2019-05-03 07:10:09,0,0,0,0,dear charlotte every problem you face in life is like cli lambing a step the more problems you survive the more you grow and the higher you get do not look at problems with a negative outlook instead embrace them as opportunities to grow taller usl
406,1.10592038177128e+18,2019-03-13 19:55:40,0,0,0,0,abuser fix your issues
407,1.13382869278052e+18,2019-05-29 20:13:20,1,0,1,1,abuser i am so disappointed in the camera on my samsung s for my snapshot instagram and face-on social media is everything for some people i can not handle the fact that the camera zooms so close you literally have to have extra long arms to take a decent picture fix it
408,1.09759914758947e+18,2019-02-18 20:50:03,0,1,0,1,i am gon na point something out that has me absolutely annoyed and frustrated i got a tit pic on snapshot this week from a drunk girl no big deal right not even someone i talk to regularly or am friends with just an odd someone who became snap friends with
409,1.10598202978569e+18,2019-03-14 00:00:38,0,0,0,1,i updated my face-on application and now can not even login without an error just perfect
410,1.09318492170581e+18,2019-02-06 16:29:30,0,0,0,1,abuser getting a totally blank page on face-on nothing nada zip please fix on my pc one second it was there and then it is gone
413,1.11615061507433e+18,2019-04-11 01:26:58,0,1,0,1,abuser can someone help trouble shoot why i am unable to receive mails but i am able to send them help
414,1.12357218389943e+18,2019-05-01 12:57:38,0,1,0,1,abuser trying to change my password but every ti are i change it i just get a bunch of catches in a row and then it asks me to log in again but i can not because it never actually changed my password please fix streaks on the line here thanks
415,1.10695598114416e+18,2019-03-16 16:30:46,2,0,0,0,what an amazing depressing article these players in the most bleak outlook are potential title winners for your team and the development of them seems barbaric and sink or swi am in the worst of ways would the cost to build a dorm with a gym and cafeteria be so bad insane
416,1.13211548283061e+18,2019-05-25 02:45:39,0,0,0,1,abuser my business does some advertising with you but it will not if you will not take down videos that are proven to be faked that goes for both political parties be part of the solution not part of the problem politics facebokurl
417,1.12361577377424e+18,2019-05-01 15:50:50,4,1,0,0,kicking this off with abuser who completely changed my outlook on electronic music when i discovered her in one of my faves is bibi map which she brilliantly broke down on abuser which everyone should listen to usl
418,1.13363867713187e+18,2019-05-29 07:38:17,0,1,0,1,can you fix quickly please it is terrible i have used snap chat for years and i do not want to stop using it at this rate i will
419,1.11496999876892e+18,2019-04-07 19:15:37,0,0,0,0,abuser what are you going to do about the sexual harassment issue on your application if i have to look at the shit so do you i do not know how many of these mfs i have to report for ya to keep doing nothing usl
420,1.10577161167473e+18,2019-03-13 10:04:31,0,1,0,0,now i am at iii bank shahibaug branch but it show my location m away from me now i am at the red point shown on a map but it show my location at blue point what to do i do not know please help i am new in this city its create very trouble for me usl
421,1.10596903985419e+18,2019-03-13 23:09:01,0,0,0,1,abuser abuser how about fixing ya junk the updates has got your aps going nuts
422,1.11903550729039e+18,2019-04-19 00:30:30,0,0,0,1,abuser your help is not very helpful trying to help my daughter unlock her acountvery frustrating we have submitted her would multiple ti ames we even got the codes from her trusted contacts and it says that they are not correct disgusted it makes me want to delete you
423,1.11061337439461e+18,2019-03-26 18:43:57,0,0,0,0,this will restrict the content extremely much and it could get so bad that companies and cooperatives like specify instagram snapshot twitter goole face-on tumble and other social media and search engines need to close down or heavily restrict their content within europe
424,1.12490314585804e+18,2019-05-05 05:06:24,0,1,0,1,abuser why am i seeing the same snaps over and over and what are you doing to fix it
425,1.13087412596113e+18,2019-05-21 16:32:56,1,0,0,0,ive come to the conclusion that my friends will never hang out with me until i have a car and i can come get them because whenever i ask to hang out they say they can not but then i see on snapshot there in a car with someone else love that
428,1.13130033822772e+18,2019-05-22 20:46:33,4,0,0,0,ooh snapshot seems like a perfect solution to the original problem
430,1.10879447635979e+18,2019-03-21 18:16:18,5,1,0,0,anyway white men in hockey continue to be horrible and while i appreciate what i know of nicolas ekstrom is general attitude and outlook on life his politics are horrible just like those of most of his peers
431,1.10034972301623e+18,2019-02-26 10:59:52,0,2,0,1,abuser new samsungupdate have noticed abuser auto abuser issue stops working asking me to check location settings when phone enters lock screen how do i fix this usl
432,1.10798447122623e+18,2019-03-19 12:37:37,0,1,0,1,abuser hello guys its me again i have not heard from you after my last problemtwet but i have a video that describes the problem so do you maybe know what to do because my friends and i have tried everything we could find en what you guys said usl
433,1.12725371038666e+18,2019-05-11 16:46:42,1,1,0,0,good thing i am a bad b thanks to snapshot
434,1.0921428277257e+18,2019-02-03 19:28:35,5,1,0,0,most people that seek out bad news to justify major crash and poor outlook must have a she life and generally broke never met rich pest artistic people most of them are broke and spread negative energy avoid them personally at all cost but good to follow to do the opposite
435,1.10543974758819e+18,2019-03-12 12:05:48,0,0,0,1,how to troubleshooter ms outlook internal error code e article summary so today we usl
436,1.10593886705043e+18,2019-03-13 21:09:07,0,0,0,1,h and the issue is still
437,1.10662666715233e+18,2019-03-15 18:42:12,3,0,0,1,fix your sms faceboksms facebokstildown facebokfa
438,1.10587431828464e+18,2019-03-13 16:52:38,0,0,0,1,abuser mera post kyu fail ho aha hai
440,1.09766852462801e+18,2019-02-19 01:25:44,0,0,0,1,abuser so i can not even respond or report a issue ya tripping over the word fat when i reported some white dude calling me and my kids retarded for hrs all you did was remove his post usl
442,1.09916283216222e+18,2019-02-23 04:23:35,0,0,0,0,amen plus there is a si ample way to weigh and/or assess the issue if we are wrong about cli amatechange the damage inflicted on people denying it is manageable ie no sums as a worst case scenario the opposite leaves a bleak outlook for all our descendants which is fatal
444,1.10594976357966e+18,2019-03-13 21:52:25,0,0,0,1,abuser whats the problem with sending gifs guys it just will not work apparently face-on has same problem is it this common platform malarkey that luck mentioned last week
445,1.12270771301045e+18,2019-04-29 03:42:32,0,0,0,1,abuser i opened goole podcasts application this morning and noticed that all my subscribed podcasts and history had gone it is a terrible experience losing all the history i had now i have to subscribe them one by one from memory please address this issue
446,1.09754687807638e+18,2019-02-18 17:22:21,1,1,0,0,i hardly take any pictures either as you know not exactly thrilled w how i look in them coworkers bug me if i have pictures when i am gone more than days buti have nothing to show our friend kara used to bug us too if it wasnt for snapshot i couldnt do series
447,1.11128686012136e+18,2019-03-28 15:20:08,0,0,0,0,you are not going to convince me and my white outlook ok but its not progressive it helps maintaining racism and refusing to listen is part of the problem
449,1.11637340245614e+18,2019-04-11 16:12:15,0,2,0,1,hi does memories not have the select multiple snaps function anymore like to make a story with or is mine broken thanks abuser abuser
450,1.12796397353658e+18,2019-05-13 15:49:02,0,0,0,0,guys are having way to much fun with this new snapshot filter if another dude calls hi himself a bad b i know something
452,1.10512772823433e+18,2019-03-11 15:25:57,1,0,0,0,my mind too bad to be testing on snapshot i am gone forget what we talkin about by the ti are you reply
453,1.13194797276841e+18,2019-05-24 15:40:01,0,0,0,1,abuser phone uses whatsit video or voice call feature the application will flash back hope to fix it
454,1.09625822424278e+18,2019-02-15 04:01:42,10,0,0,0,so i went through the mcdonalds drive-through gave the guy at the window a future night card told hi am to come hang out that its fun he said he would check it out if i hit hi am up on snapshot i added hi am and snapped hi am and said ill see you march th
455,1.10595326108801e+18,2019-03-13 22:06:19,0,0,0,1,abuser and abuser what is going on with pals application i can not do anything on either please fix it
457,1.10439216874624e+18,2019-03-09 14:43:06,1,0,0,0,dude one of our friends that we used to hang out with was literally doing blow over snapshot abuser abuser abuser know this person well
458,1.10839666178762e+18,2019-03-20 15:55:31,1,1,0,0,true that this issue int about saving sinhala race at all but people tend to intentionally ignore the racial outlook of this problemwhich has been a roadblock to solve this problem core issue sent be trampled by playing d victim am card racism pathways usl
460,1.105883757331e+18,2019-03-13 17:30:08,0,0,0,0,what are your top it funding priorities for see how yours compare to other organizations in the repeat global customer tech outlook featured in the latest issue of red hat shares usl
461,1.10587871277027e+18,2019-03-13 17:10:06,0,0,0,1,abuser we are unable to use face-on or whatsit fix this issue otherwise we all will sue you for security breach
462,1.09991799634316e+18,2019-02-25 06:24:20,0,0,0,1,abuser even after confirming why it shows this error all the ti are i even put the code also usl
463,1.11068441892073e+18,2019-03-26 23:26:15,1,0,0,0,no no i get it twitter is a very bad place to discuss such things just given the nature of how the tl is work as someone who likes and interacts with lots of spoilers it can be easy to forget that others can have things ruined for them unexpectedly
464,1.10769442951362e+18,2019-03-18 17:25:06,0,1,0,0,and now the tournament field outlook beginning in the east you have to feel bad for michigan state tom ico overachieved winning both big titles with a group less talented than last year is team and they get put in duke is bracket brutal reward for a stellar season
465,1.10595074383877e+18,2019-03-13 21:56:19,0,0,0,1,abuser hey what is going in can not sent or receive pictures or videos face-on down too got a ti amelie on fix
467,1.09620838569814e+18,2019-02-15 00:43:40,0,0,0,0,abuser i have been following your snapshot episodes and i am wondering how come you havent gone to court to see if you can get emancipation from your mom if things are really that bad for you
468,1.10349179619216e+18,2019-03-07 03:05:20,8,2,0,0,i posted one risque picture on instagram and within hours i have had guys ask me why we stopped talking tell me he had a mental breakdown and stopped talking to me but should hang out this weekend and ask me for my premium snapshot name that i do not have
473,1.11740481186174e+18,2019-04-14 12:30:42,0,0,0,1,can not use whatsit fix it please
474,1.13335211759761e+18,2019-05-28 12:39:36,0,0,0,0,and this is what i mean when i say bad marketing i just do not think it was thought through the generation it was for lives on netflix and couture and snapshot yet it was marketing to me a year old on the mediums i frequent most in my theatre were around my age or older usl
475,1.12549394109949e+18,2019-05-06 20:14:00,1,0,0,0,if all you do is sitting on snapshot day in and day out you will need to reconsider the life you living man i feel so bad for those kind og people
482,1.12083343892626e+18,2019-04-23 23:34:50,0,0,0,0,snapshot added million users this quarter and i would probably say this is due to fixing of the android version can not wait for them to reach mil users this year snapshot
483,1.1208070135026e+18,2019-04-23 21:49:50,0,0,0,1,abuser hi i have a huge issue with my page on face-on can you help me please
485,1.1050261359166e+18,2019-03-11 08:42:15,0,0,0,0,given how strategic outlook does exactly seem to i improve i suppose someone along the lines of ak taking over is probably the least bad outcome no matter how much i enjoy making fun of her aircraft carrier comments or dislike her pandering to social conservatives
486,1.11113531675527e+18,2019-03-28 05:17:58,0,1,0,1,outlook problem my outlook is suddenly trying to send mails to all sorts of addresses in my files that i would never email it keeps messaging deliverable in a few minutes and counting how do i stop it
487,1.10619713570219e+18,2019-03-14 14:15:23,1,0,0,1,snapshot as got to be the weirdest application i see some people suited and booted going to business meetings and other people needing a place to crash for a few nights and a lass telling me to like her recent on instal
488,1.11972365265895e+18,2019-04-20 22:04:56,0,1,0,1,so sorry the issue has seemed to have fixed itself thanks for your help anyway
489,1.11261728753686e+18,2019-04-01 07:26:47,1,1,0,1,you took over in advertising from me then disabled my account due to a mistaken intellectual rights report the company have even told you it was a mistake notice but you havent restored the account and ignore all contact whats the problem
491,1.1254906682254e+18,2019-05-06 20:01:00,0,0,0,1,hi what seems to be the issue
492,1.10588445694917e+18,2019-03-13 17:32:55,0,0,0,1,what is creating an issue with a business being run in nigeria myself and college students accounts were banned while completing a school project group name title was flagged as it was a heavy topic for a public service anouncementwhatsap is not reading our pleas
493,1.10236822897685e+18,2019-03-04 00:40:41,20,2,0,0,fully endorse all siobhan comments we need a more opt artistic outlook and a more flexible training pathway that recognises forklift our trainees are super bright and check full of incredible potential which we fail to properly nurture usl
495,1.10593071891018e+18,2019-03-13 20:36:45,0,0,0,1,i am never layout from on my face-on account when i try open then getting error can not posting anything and comment on face-on now come on twitter congratulation face-on happy birthday but can not login
498,1.10387002706369e+18,2019-03-08 04:08:18,0,1,0,0,i would love to hang out with this guy i think everyone should watch this it might change your outlook usl
500,1.1297487260027e+18,2019-05-18 14:01:00,1,2,0,1,abuser abuser two days ago my account locked me out and i havent been able to fix the problem today a created a new snapshot because i couldnt access my old account and my new account has been locked as well i am graduating today and wish i had my snapshot
504,1.12788577498317e+18,2019-05-13 10:38:18,0,1,0,1,abuser i am having trouble with my flagged work mails now showing on to do how can i fix this the email is joeatuser and i use outlook
505,1.1094483643856e+18,2019-03-23 13:34:37,0,1,0,0,hey abuser i would like to know why i got an email about violating copyright laws and having purged content on my page when it was a video with a abuser filter on it int that snaps problem not mine
506,1.13378289871099e+18,2019-05-29 17:11:22,0,1,0,1,screen randomly blinking off for a second flickering when watching couture outlook would sogeti ames refuse to update new mails and when exited would refuse to reopen this could have been my laptop a dell however as my only experience with windows it was pretty bad
507,1.1059188045494e+18,2019-03-13 19:49:24,0,0,0,1,i am having trouble logging in to my face-on application how soon is it going to be fixed
510,1.1161336889564e+18,2019-04-11 00:19:42,0,0,0,0,i use snapshot to post my bad eating habits
511,1.11319022357438e+18,2019-04-02 21:23:26,0,1,0,1,abuser you need to fix your application on the galaxy s is insane that you have not fixed this yet the camera is super zoomed in by default so many people have tweeter the same thing
513,1.10595554800703e+18,2019-03-13 22:15:24,0,0,0,1,abuser can you please fix this problem i am going to a abuser concert tomorrow and i need to brag about it on instagram
514,1.09604988860804e+18,2019-02-14 14:13:51,6,2,0,0,when it is a bad hair day and you want to take a valentine selfieyou use snapshot usl
515,1.11423449470854e+18,2019-04-05 18:32:59,8,0,0,0,snapshot thinks i am so ugly that when i am trying to fix the lighting it puts a filter on me
516,1.1045875144411e+18,2019-03-10 03:39:20,0,1,0,1,i have this same issue happened last night where the podcasts i have downloaded just disappeared and now there is nothing past the th on any of my podcasts even though i downloaded a bunch yesterday
518,1.09426059565698e+18,2019-02-09 15:43:51,0,2,0,1,abuser i am having trouble getting my aol using outlook it says it can not connect to your i map servers help
520,1.10590950408276e+18,2019-03-13 19:12:27,1,1,0,0,so mark is just plain bad at running a server huh
521,1.12762928415005e+18,2019-05-12 17:39:06,24,2,0,0,i am tempted to share that dumb snapshot gender swap or like get turned into what aliens might get from some transpose cia employee to learn gender on earth or whatever but it is so bad it is seriously bad wheal
523,1.10598166506158e+18,2019-03-13 23:59:11,0,0,0,1,please fix the whatsit
524,1.10199997700864e+18,2019-03-03 00:17:23,0,0,0,0,still having trouble understanding how to use snapshot luckily i have a snapshot tutorial and a video that will cover you usl do you replay a snape of its unique functions that most people find hard to do is replaying usl parentsurl
526,1.12941703521623e+18,2019-05-17 16:02:59,0,0,0,1,is abuser having issues with abuser or hostedexchange lots of problems with outlook seems to be an issue with auto discover dns
527,1.12141008296362e+18,2019-04-25 13:46:13,0,0,0,0,does anyone even know how to work the video chat on snapshot because i end up calling random people and can not fun hang up
529,1.12755078241135e+18,2019-05-12 12:27:10,0,0,0,1,abuser my number is banned from using whatsit please turn it on again and when i open up another whatsit number you also banned it from using whatsit have mailed you but no reply this does not answer my problem
530,1.13041893826386e+18,2019-05-20 10:24:11,0,0,0,0,i have this other account were i wrote with a guy and now we are chatting over snapshot and he is so sweet but lives in another counties to bad that my english sucks
531,1.11601865637732e+18,2019-04-10 16:42:36,30,7,14,0,everything a woman does is for attention in the age of social media she can get that fix each and every single day by posting pic or snapshot she can sit back and watch thirsty men beg to take her out tell her how beautiful she is its like crack to them sick and pathetic usl
532,1.12359094160298e+18,2019-05-01 14:12:10,0,0,0,0,this does not look bad it really reminds me of twitter is new web application design it is pretty focusing
533,1.1059240977568e+18,2019-03-13 20:10:26,0,1,0,1,is it affecting whatsit too as i can not unload photos on all
535,1.1060034494671e+18,2019-03-14 01:25:45,0,0,0,1,abuser fix your servers it will not let users log in or share posts
538,1.11717402243602e+18,2019-04-13 21:13:37,0,0,0,1,glad to hear that they are all still there was logging out and logging back in able to help with this issue
539,1.10599461266416e+18,2019-03-14 00:50:38,0,0,0,1,abuser face-on faceboksuport facebokhelp can not get into pages and can not type posts words disappear please fix thanks pamspawsjewelry
540,1.13422901165841e+18,2019-05-30 22:44:03,0,0,0,0,i do not know how to respond to this but if i start using snapshot again i will fail all my classes
549,1.09461768168324e+18,2019-02-10 15:22:46,1,1,0,1,snapshot should be interesting laugh out loud i look forward to the bruise updates
575,1.10613822263839e+18,2019-03-14 10:21:17,0,0,0,1,hi would you be able to fix you are update i can not see any names on my subscriptions so the only way i am going to find out who it is is by clicking on them now instead of just finding the one i need and then clicking on them usl
579,1.12084256737189e+18,2019-04-24 00:11:06,0,0,0,1,abuser is it possible that input is causing snapshot to crash i have snapshot tweaks
580,1.12576897530701e+18,2019-05-07 14:26:54,6,3,0,1,i am having the same issue it seems to be a bug with the latest update bc my pad which int updated logs in fine when i try on my updated phone i get locked out
582,1.1059958506002e+18,2019-03-14 00:55:33,0,0,0,1,abuser fix your shit i need to use my instagram account and wheal need to fix this now
583,1.10594597092214e+18,2019-03-13 21:37:21,0,0,0,1,fix the problem already hours of not being able too log in is enough you are destroying my business page
585,1.10594872032623e+18,2019-03-13 21:48:17,0,0,0,1,look who working to fix the problem face-on cat usl
589,1.10746880635443e+18,2019-03-18 02:28:33,5,1,0,1,i can not post anything on snapshot without someone giving me shit sick invite oh you hung out with them i see how it is thought you were broke man fuck ya its not my fault every ti are invite you or ask you to hang out you tell me you can not
593,1.1203817819146e+18,2019-04-22 17:40:07,1,1,0,1,abuser my wife is unable to reset her account password she continues to get this error you have tried entering too many codes try again later it has been over hours since her last attempt help
594,1.10596219875562e+18,2019-03-13 22:41:50,1,0,1,1,abuser is still broke neither abuser nor abuser seem to be aware of it
595,1.11468700336944e+18,2019-04-07 00:31:06,0,0,0,0,yes half europe debt issue is raised in london its not possible to have a higher rate for ire due to poor economic outlook because as a province of a superstate the market assumes germany will underwrite irish debt although german citizens havent been asked yet
599,1.10938650694954e+18,2019-03-23 09:28:49,0,0,0,1,how to fix outlook data file can not be accessed usl
600,1.1234118816899e+18,2019-05-01 02:20:39,3,0,0,0,guess i will put all of these dates in my outlook calendar so i can look forward to the subsequent bad news for mikey
602,1.11767684001188e+18,2019-04-15 06:31:38,0,1,0,1,abuser nested has been down on mobile and pc for a week any would on when the issue will be resolved
604,1.09425887135759e+18,2019-02-09 15:36:59,0,0,0,0,abuser why is it that you have no way to talk to a real person despite numerous messages trying to get help i get the same automated response every ti are how bad is your customer service that you can not even take the ti are to read actually read the messages
605,1.11676626483419e+18,2019-04-12 18:13:20,1,1,0,0,guys snapshot has games now too bad i have no one to play with
606,1.13033257915512e+18,2019-05-20 04:41:02,1,1,0,1,for the millionth ti are abuser i would like my fonts to be updated like everyone elses in the world fix it i have the phone xr therefore latest model i should not still have the old fonts usl
610,1.10596428968754e+18,2019-03-13 22:50:09,0,0,0,1,yes i can not log in to my account i keep giving error whatever that is
611,1.1059603920004e+18,2019-03-13 22:34:39,0,0,0,0,is this why i am having this problem usl
612,1.13083634143087e+18,2019-05-21 14:02:48,0,0,0,1,i am still waiting for a response from you your help center is useless for this issue still no code usl
614,1.12583999909677e+18,2019-05-07 19:09:07,26,1,5,0,tell you what is my snapshot broke or does no one want to fucking talk to me
615,1.10931357003706e+18,2019-03-23 04:38:59,1,0,0,0,i have very little patience for stuff i do not care about and find it frustrating to click through stuff i find irrelevant so if i am still friends with you on snapshot and watch your stories i am rooting for you and care about you
616,1.12137184408973e+18,2019-04-25 11:14:16,3,0,0,0,if you encourage girls to just start a premium snapshot do not complain about being broke please die please i am begging you
617,1.12056829297904e+18,2019-04-23 06:01:14,0,0,0,1,how to fix snapshot camera not working error usl snapshot snapchatcamera how thetechmiror
618,1.12987052512214e+18,2019-05-18 22:04:59,0,0,0,1,abuser my application will not let me open it so fix it
619,1.10843806024772e+18,2019-03-20 18:40:02,0,0,0,1,abuser sucks pure and si ample there is no fixing it i left it years ago the entire concept was ridiculous bring us all together is what zuckerdope said all he wanted was money and fame believing any social platform would unite the world was pieinthesky ignorance
620,1.10601424643165e+18,2019-03-14 02:08:39,0,0,0,1,abuser is the problem solved yet its now been over hours tick tock tick tock
