index,Unnamed: 0,id,appTitle,userName,date,score,text,original_text,Bug_report,comment,margins
156561,158456,80821,Snapchat,stephanie Armenton,"April 30, 2019",4,it is a little bit slow,it is a little bit slow,1,"['be', 'little_bit', 'slow']",0.002288055654165
249193,252259,516226,Snapchat,David Solanki,"February 19, 2019",1,rd class application and ya rd class ceo also,3rd class app and ya 3rd class CEO also,1,"['application', 'ceo', 'also']",0.002329948153203
88193,89255,42443,WhatsApp Messenger,Jaime Cader,"March 28, 2019",4,generally very good however last february when i made phone call i could hear the other person but the other person could not hear me,Generally very good however last February when I made phone calls - I could hear the other person but they could not hear me.,1,"['generally', 'good', 'however', 'last', 'february', 'make', 'phone', 'call', 'could', 'hear', 'person', 'person', 'could', 'not', 'hear']",0.002329984834287
162035,163980,30451,WhatsApp Messenger,A Google User,"April 15, 2019",4,no clarity in vedic chat,No clarity in vedio chat,1,"['clarity', 'vedic', 'chat']",0.002332804542663
210693,213369,393200,Microsoft Outlook,Dale Patterson,"May 8, 2019",3,quick and easy to use however i do not like the ad,"Quick and easy to use... however, I do not like the ads...",0,"['quick', 'easy', 'use', 'however', 'do', 'not', 'like', 'ad']",0.002338076474737
57573,58345,473498,Microsoft Outlook,,"March 3, 2019",4,love outlook in my computer and on my android always have challenge setting up map account but still a local outlook fan,love outlook in my computer and on my android. always have challenges setting up IMAP accounts but still a lotal outlook fan.,1,"['love', 'outlook', 'computer', 'android', 'always', 'have', 'challenge', 'set', 'map', 'account', 'still', 'local', 'outlook', 'fan']",0.002367265807623
172164,174463,28161,WhatsApp Messenger,Nduduzo Mncwabe,"April 15, 2019",3,you need to remove the feature that tell a person that a message was deleted what is the point of deleting a message if you will tell the person and they keep asking why is there a deleted message think about it when we delete message the other person doe not need to know that we deleted a message,"You need to remove the feature that tells a person that a message was deleted. what's the point of deleting a message if you'll tell the person and they keep asking why is there a deleted message? Think about it... when we delete messages, the other person doesn't need to know that we deleted a message!",0,"['need', 'remove', 'feature', 'tell', 'person', 'message', 'delete', 'be', 'point', 'deleting', 'message', 'tell', 'person', 'keep', 'ask', 'be', 'delete', 'message', 'think', 'delete', 'message', 'person', 'doe', 'not', 'need', 'know', 'delete', 'message']",0.002368551836841
256616,259782,10119,WhatsApp Messenger,,"February 18, 2019",3,how to set password on what is up please give this update it is very helpful for people because more aps are available for goole play store people are not work properly,how to set password on what's up please give this update it is very helpful for people because more apps are available for Google Play Store they are not work properly,0,"['set', 'password', 'be', 'give', 'update', 'be', 'helpful', 'people', 'ap', 'available', 'goole', 'play_store', 'people', 'not', 'work', 'properly']",0.002371983843908
205809,208451,398070,Microsoft Outlook,kvin vinoz,"May 2, 2019",3,place a optional for pin setup,place a optional for pin setup,0,"['place', 'optional', 'pin', 'setup']",0.002373684450787
243320,246330,507274,Snapchat,,"February 17, 2019",3,i left the beta because there was a minor flaw that bugged me when i deleted and installed snapshot in order to get a previous version the beta said the beta was full i kind of hate the fact my spot was not reserved or something like that i just want another chance to get back into the beta please and thank you,"I left the beta because there was a minor flaw that bugged me. When I deleted and reinstalled Snapchat, in order to get a previous version, it said the beta was full, i kinda hate the fact my spot wasn't reserved or something like that. I just want another chance to get back into the beta. Please and thank you.",1,"['leave', 'beta', 'minor', 'flaw', 'bug', 'delete', 'instal', 'snapshot', 'order', 'get', 'previous_version', 'beta', 'say', 'beta', 'full', 'kind', 'hate', 'fact', 'spot', 'not', 'reserve', 'something', 'want', 'chance', 'get', 'back', 'beta', 'thank']",0.002443681176272
198322,200900,174892,Messenger – Text and Video Chat for Free,Shayem Ahmed,"May 31, 2019",4,i have not got the react option on into message although i updated the latest version of it,I've not got the '❤️' react option on inbox messages although I updated the latest version of it,0,"['have', 'not', 'get', 'react', 'option', 'message', 'update', 'late', 'version']",0.002448053887803
86286,87327,64536,WhatsApp Messenger,SV Production,"March 4, 2019",3,please upgrade application theme and gesture,Please Upgrade App Themes And Gesture,0,"['upgrade', 'application', 'theme', 'gesture']",0.002449143406013
204227,206844,193197,Messenger – Text and Video Chat for Free,MashaL,"May 9, 2019",4,you have good internet all the time but mostly the message not send on time the message a circle on the message kindly fix the message soon please,you have good internet all the time but mostly the msg not send on time its a circle on it kindly fix it soon please,1,"['have', 'good', 'internet', 'time', 'mostly', 'message', 'not', 'send', 'time', 'message', 'circle', 'message', 'kindly', 'fix', 'message', 'soon']",0.002482317533297
108147,109551,491034,Google,Roy Amiri,"April 5, 2019",4,the application is too heavy in both storage memory and live activate or running memory and take the speed of phone under,the app is too heavy in both storage memory and live activate or running memory and takes the speed of phone under 5.1,1,"['application', 'be', 'heavy', 'storage', 'memory', 'live', 'activate', 'run', 'memory', 'take', 'speed', 'phone']",0.00250042450276
146581,148369,99012,Snapchat,SimplyKaitlyn,"April 5, 2019",4,this application is awesome the filter are funny and cute you can make friend and you could chat with your friend but i am experiencing crashing issue on both my android and phone when i try to take a pic or chat to your friend a pic crash i do not know what to do help,"This app is awesome!! The filters are funny and cute, you can make friends, and you could chat with your friends. But I am experiencing crashing issues on both my Android and iPhone. When I try to take a pic or chat to my friends it crashes. I don't know what to do help.",1,"['application', 'be', 'awesome', 'filter', 'funny', 'cute', 'make', 'friend', 'could', 'chat', 'friend', 'experience', 'crashing', 'issue', 'android', 'phone', 'try', 'take', 'pic', 'chat', 'friend', 'pic', 'crash', 'do', 'not', 'know', 'do', 'help']",0.002527273959824
132959,134568,244621,Messenger – Text and Video Chat for Free,Marla Croy,"April 20, 2019",3,i am confused sometimes about the notification button on the bottom of the screen i do think it is a great way to keep in touch with family and friend,I am confused sometimes about the notification buttons on the bottom of the screen. I do think it is a great way to keep in touch with family and friends.,0,"['confuse', 'sometimes', 'notification', 'button', 'bottom', 'screen', 'do', 'think', 'be', 'great', 'way', 'keep', 'touch', 'family', 'friend']",0.002568592216523
216356,219081,213444,Snapchat,carmel latte supreme 7,"May 9, 2019",4,why can not i call or peacetime i have an android but i used to be able to,Why can't I call or facetime? I have an android but I used to be able to.,1,"['not', 'call', 'peacetime', 'have', 'android', 'use', 'able']",0.002572957337468
26102,26506,270762,Google Play Music,,"March 20, 2019",3,its k but not folder view and equalizer system,its k ..but not folder view and equalizer system..,1,"['not', 'folder', 'view', 'equalizer', 'system']",0.002580760997961
25399,25796,269321,Google Play Music,A Google User,"March 20, 2019",3,its k but not folder view and equalizer system,its k ..but not folder view and equalizer system..,1,"['not', 'folder', 'view', 'equalizer', 'system']",0.002580760997961
223943,226769,207346,Snapchat,Raho Somow,"May 13, 2019",3,its kind of slow but i love its,its kinda slow but i love it,1,"['kind', 'slow', 'love']",0.002585336315628
128868,130404,262931,Messenger – Text and Video Chat for Free,Yoni Bonilla,"April 1, 2019",1,the new update blow get the new update blow fix please,the new update blows get it fix please,1,"['new', 'update', 'blow', 'get', 'new', 'update', 'blow', 'fix']",0.00258693097671
127754,129272,260361,Messenger – Text and Video Chat for Free,Deependra Mishra,"April 6, 2019",1,food corporation of india,Food Corporation of India,0,"['food', 'corporation', 'india']",0.002624406884536
227575,230424,118460,WhatsApp Messenger,A Google User,"May 9, 2019",3,better than any other,Better than any other,0,['better'],0.002638636636046
173613,175922,124584,Amazon Shopping,AhmadR,"May 26, 2019",3,after soul gone this is top expensive,After Souq gone this is top expensive,0,"['soul', 'go', 'be', 'top', 'expensive']",0.00265375607809
195372,197919,380931,Maps - Navigate & Explore,Marlon Hare,"May 3, 2019",3,help for travel was loan place,help for travel. was look'n 1 place,0,"['help', 'travel', 'loan', 'place']",0.002685202155436
5771,5956,323828,Facebook,,"March 7, 2019",2,still hacker are interesting the device and hacked the qctmake some privacy of the device faceboktnx,still hackers are interruoting the device and hacked the qcct.make aome privacy of its facebook.tnx,1,"['still', 'hacker', 'interesting', 'device', 'hack', 'qctmake', 'privacy', 'device', 'faceboktnx']",0.002686076401866
233349,236256,504517,Amazon Shopping,Bonny Kadimo,"February 24, 2019",3,quite dissatisfied with the lack of choice for my region can not fault the application though the application work a the application should just wish amazon could expand amazon global store,Quite dissatisfied with the lack of choice for my region. Can't fault the app though. It works as it should. Just wish Amazon could expand its global store.,0,"['quite', 'dissatisfied', 'lack', 'choice', 'region', 'not', 'fault', 'application', 'application', 'work', 'application', 'wish', 'amazon', 'could', 'expand', 'amazon', 'global', 'store']",0.002690010967237
151365,153207,91051,Snapchat,Cherry Salinger,"April 11, 2019",3,i enjoy using the application the only problem is when i try to unload a snp thats over second on my story the application refuse to unload the one past the first ten second and then refuse to delete the one past the first ten second the o ly way to get rid of the one past the first ten second is to delete the application and deinstall the application i am,"i enjoy using the app, the only problem is when i try to upload a snp thats over 10 seconds on my story, the app refuses to upload the ones past the first ten seconds and then refuse to delete them. The o ly way to get rid of them is to delete the app and reinstall it. I'm",1,"['enjoy', 'use', 'application', 'problem', 'be', 'try', 'unload', 'snp', 's', 'second', 'story', 'application', 'refuse', 'unload', 'first', 'second', 'refuse', 'delete', 'first', 'second', 'way', 'first', 'second', 'be', 'delete', 'application', 'deinstall', 'application']",0.00271062214811
242962,245967,517732,Snapchat,Ghosh Kush,"February 14, 2019",1,snapshot ka ceo indian ko garb bola tha slide star rating diy,snapchat ka CEO indians ko garib bola tha isliye 1 star rating diya,0,"['snapshot', 'ka', 'ceo', 'indian', 'ko', 'bola', 'tha', 'slide', 'star', 'rating', 'diy']",0.002714299180377
245445,248473,510354,Snapchat,Ole Kristian Olsen,"February 17, 2019",4,i have found a bug that can be used to cheat the screenshot indicator please contact me on mail for more info on bug,I have found a bug that can be used to cheat the screenshot indicator please contact me on mail for more info on bug.,1,"['have', 'find', 'bug', 'use', 'cheat', 'screenshot', 'indicator', 'contact', 'mail', 'info', 'bug']",0.002730127846004
177369,179696,227255,Facebook,PRITAM DAS,"May 14, 2019",3,i am will not any receive top massage please help,"i am won't any receive OTP massages, please help",1,"['not', 'receive', 'top', 'massage', 'help']",0.002733826580967
72228,73137,129406,Snapchat,Nene K.,"March 29, 2019",4,i like the application a lot but ever since i got a new phone samsung galaxy s ever since i got a new phone samsung galaxy s has been very very slow posing stuff on my story like hour and i want to be able to change my username,"I like the app alot!! But ever since i got a new phone (Samsung Galaxy S9) it has been very very slow posying stuff on my story ,like hours! And i want to be able to change my username.",1,"['application', 'lot', 'ever', 'get', 'new', 'phone', 'samsung_galaxy', 'ever', 'get', 'new', 'phone', 'samsung_galaxy', 'be', 'slow', 'pose', 'stuff', 'story', 'hour', 'want', 'able', 'change', 'username']",0.002754804530112
81549,82539,53946,WhatsApp Messenger,Rushikesh Arulkar,"March 14, 2019",4,when i click on my status screen go blank and inoperable a bit,When i click on my status. Screen goes blank and inoperable a bit.,1,"['click', 'status', 'screen', 'go', 'blank', 'inoperable', 'bit']",0.002755296169196
38216,38717,437845,Messenger – Text and Video Chat for Free,,"March 8, 2019",3,i need dark mode passenger,i need dark mode massenger,0,"['need', 'dark_mode', 'passenger']",0.002764187553412
228333,231194,119632,WhatsApp Messenger,jevy the dino gaming,"May 4, 2019",3,you need to report tablet thats all i have to use right now,You need to resuport tablets thats all i have to use right now,0,"['need', 'report', 'tablet', 'have', 'use', 'right']",0.002764227462472
147906,149710,101428,Snapchat,Ernesto son,"April 3, 2019",4,my problem is have no timer,My problem is have no timer,1,"['problem', 'be', 'have', 'timer']",0.002791291967219
124015,125506,544350,Maps - Navigate & Explore,Vignesh S,"April 11, 2019",4,i did not get accurate location,I didn't get accurate location,1,"['do', 'not', 'get', 'accurate', 'location']",0.002814787817166
26201,26605,271063,Google Play Music,,"March 18, 2019",4,it is a shame this application will soon be replaced with couture music i have honestly just moved my entire music collection to a alex server i get the same experience but i do not have to worry about goole shutting down another service,It's a shame this app will soon be replaced with YouTube music. I've honestly just moved my entire music collection to a Plex server. I get the same experience but I don't have to worry about Google shutting down another service.,0,"['be', 'shame', 'application', 'soon', 'replace', 'couture', 'music', 'have', 'honestly', 'move', 'entire', 'music', 'collection', 'alex', 'server', 'get', 'experience', 'do', 'not', 'have', 'worry', 'goole', 'shut', 'service']",0.002837423883081
24916,25306,268405,Google Play Music,A Google User,"March 18, 2019",4,it is a shame this application will soon be replaced with couture music i have honestly just moved my entire music collection to a alex server i get the same experience but i do not have to worry about goole shutting down another service,It's a shame this app will soon be replaced with YouTube music. I've honestly just moved my entire music collection to a Plex server. I get the same experience but I don't have to worry about Google shutting down another service.,0,"['be', 'shame', 'application', 'soon', 'replace', 'couture', 'music', 'have', 'honestly', 'move', 'entire', 'music', 'collection', 'alex', 'server', 'get', 'experience', 'do', 'not', 'have', 'worry', 'goole', 'shut', 'service']",0.002837423883081
116388,117816,584491,Google Play Music,VIKAS VERMA,"April 20, 2019",4,improve speed of loading,improve speed of loading.,1,"['improve', 'speed', 'loading']",0.002866879953639
104838,106201,336940,Facebook,Theuns Kruger,"April 21, 2019",1,upgrade why you ask me to delete aps that i use dailyare you coco or what i upgraded day ago you say wekscanot you count or what is the problem fb service last few week horrible i hope somebody actually read this and not a computer s that i can actually get a real replythanks,"upgrade why ? u ask me to delete apps that i use daily.....are u coocoes, or what ? i ""UPGRADED"" 90DAYS AGO, YOU SAY 82 WEEKS...CAN'T YOU COUNT OR WHAT IS THE PROBLEM ? F/B SERVICE LAST FEW WEEKS HORRRIBLE. I HOPE ""SOMEBODY"" ACTUALY READ THIS AND NOT A COMPUTER SÓ THAT I CAN ACTUALY GET A ""REAL"" REPLY....THANKS",1,"['upgrade', 'ask', 'delete', 'ap', 'use', 'dailyare', 'coco', 'upgrade', 'day', 'ago', 'say', 'wekscanot', 'count', 'be', 'problem', 'fb', 'service', 'last', 'week', 'horrible', 'hope', 'somebody', 'actually', 'read', 'not', 'computer', 'actually', 'get', 'real', 'replythank']",0.002895649172845
181726,184087,236608,Facebook,A Google User,"May 1, 2019",3,prefer face-on to face-on lite could i get back face-on,prefer Facebook to Facebook liite could I get back Facebook,0,"['prefer', 'face', 'face', 'lite', 'could', 'get', 'back', 'face']",0.002914741851214
251470,254575,208,WhatsApp Messenger,Win Khit,"February 6, 2019",3,group call only person too little need more,"group call only 4 ,4 person too little need more !",0,"['group', 'call', 'person', 'little', 'need']",0.002919693299187
128253,129780,261947,Messenger – Text and Video Chat for Free,A Google User,"April 5, 2019",4,the live option is not working the live option doe blink when the other person is in the chatto,the live option is not working. the video option doesnt blink when the other person is in the chatbox,1,"['live', 'option', 'be', 'not', 'work', 'live', 'option', 'doe', 'blink', 'person', 'be', 'chatto']",0.002920999923051
182529,184903,217615,Facebook,Divyansh gaming 88,"May 26, 2019",1,adana paula customer sa hi identity many rha ha,apana pahala customer sa hi identity mang rhaa ha,0,"['adana', 'paula', 'customer', 'identity', 'many', 'rha']",0.002936683581648
76981,77927,136665,Snapchat,Jaden Fox,"March 22, 2019",4,ya should make snapshot live,yall should make snapchat live,0,"['make', 'snapshot', 'live']",0.002979396951416
215095,217808,210982,Snapchat,Eddy Eugene,"May 7, 2019",3,had a star before the update the application was perfect before you guy are trying too hard,Had a 5 star before the update. The app was perfect before. You guys are trying tooo hard.,0,"['star', 'update', 'application', 'perfect', 'guy', 'try', 'hard']",0.002990929012158
170925,173038,26536,WhatsApp Messenger,reyhane behdad,"April 14, 2019",4,why it has not cute sticker,why it has not cute stickers?,0,"['not', 'cute', 'sticker']",0.00300760453293
107687,109087,330927,Facebook,Sabrina Doyle,"April 30, 2019",4,having a hard time with searching for an old profile i can not remember the password disgusted,having a hard time with searching for an old profile i cannot remember the password ugh!,0,"['have', 'hard', 'time', 'search', 'old', 'profile', 'not', 'remember', 'password', 'disgust']",0.003058992139572
152600,154454,93296,Snapchat,James Wisecup,"April 12, 2019",3,where did the widget go,Where did the widgets go?,0,"['do', 'widget', 'go']",0.003103452507147
34913,35368,171870,Maps - Navigate & Explore,mk tiwari,"March 4, 2019",1,ye kabul kabul charta nazi hai,ye kabhi kabhi chalta nahi hai,0,"['kabul_kabul', 'charta', 'nazi', 'hai']",0.003132049291546
160554,162480,565538,WeChat,Saad Rasheed,"April 9, 2019",3,i think you have to introduce the lite version of what,I think you have to introduce the lite version of wechat.,0,"['think', 'have', 'introduce', 'lite', 'version']",0.003145184321284
48167,48802,433676,Messenger – Text and Video Chat for Free,MURALI MURUGAN,"March 8, 2019",3,zee tamil up in my,Zee tamil up in my,0,"['zee', 'tamil']",0.003242526982759
84914,85933,62944,WhatsApp Messenger,Khan Ali,"March 7, 2019",4,i am unable to send image or mess to more than person at a time getting hesitate,i am unable to send image or mess to more than 5 person at a time. getting hesitate,1,"['unable', 'send', 'image', 'mess', 'person', 'time', 'get', 'hesitate']",0.003244756788135
155429,157317,78809,Snapchat,Brandi Brinks,"April 25, 2019",3,it is offensive that snapshot will create option for muslim and arab but not christian christian are the biggest persecuted group in the world but nobody talk about it you can do better snapshot if you are going to create filtersframes for muslim you need to create filtersframes for christian i will give it a little more time but if this continues i going to delete snapshot i will also start voicing my feeling to those around me and i am pretty confident others will follow suit,"it's offensive that snapchat will create options for muslims & arabs, but not Christians. Christians are the biggest persecuted group in the world, but nobody talks about it. you can do better snapchat! If you're going to create filters/frames for muslims, you need to create filters/frames for Christians! i'll give it a little more time, but if this continues im going to delete snapchat. i will also start voicing my feelings to those around me and I'm pretty confident others will follow suit.",0,"['be', 'offensive', 'snapshot', 'create', 'option', 'muslim', 'arab', 'not', 'christian', 'christian', 'big', 'persecute', 'group', 'world', 'nobody', 'talk', 'do', 'better', 'snapshot', 'go', 'create', 'filtersframe', 'muslim', 'need', 'create', 'filtersframe', 'christian', 'give', 'little', 'time', 'continue', 'go', 'delete', 'snapshot', 'also', 'start', 'voice', 'feeling', 'pretty', 'confident', 'other', 'follow', 'suit']",0.00324734170582
248453,251513,514960,Snapchat,Michael Woods,"February 28, 2019",3,better but removed feature of saving photo in dm and still messy,"Better, but removed feature of saving photos in dms and still messy.",1,"['better', 'removed', 'feature', 'save', 'photo', 'still', 'messy']",0.00324844003782
210179,212853,392233,Microsoft Outlook,Kate Brown,"May 11, 2019",4,can not delete more than spam message at a time even if i tick all of them only will delete been this way for the last update,"cannot delete more than 1 spam message at a time, even if I tick all of them only 1 will delete. been this way for the last 2 updates 😔",1,"['not', 'delete', 'spam', 'message', 'time', 'even', 'tick', 'delete', 'be', 'way', 'last', 'update']",0.003271635974288
241449,244438,530006,Messenger – Text and Video Chat for Free,Albert Canete,"February 20, 2019",3,it is pretty awesome but sometimes it is not responding,it's pretty awesome but sometimes it is not responding,1,"['be', 'pretty', 'awesome', 'sometimes', 'be', 'not', 'respond']",0.003308565761474
11526,11782,311319,Facebook,akhtar ali,"March 19, 2019",3,or luyt my house he he he he,or iuyt! My house he he he he,0,"['luyt', 'house']",0.003329432741768
66014,66862,139303,Snapchat,Annette Banda,"March 19, 2019",3,its okay but the update removed the option to editrotate snap,its okay but the update removed the option to edit/rotate snaps,1,"['update', 'remove', 'option', 'editrotate', 'snap']",0.003352593222551
75859,76793,134912,Snapchat,A Google User,"March 28, 2019",4,the only thing i do not like about the update is when you go in your camera roll you can not click on multiple like to add to your memory plus i do not know how to add anything to your memory anymore someone help,the only thing i dont like about the update is when you go in your camera roll you cant click on multiple like to add to your memories. plus i dont know how to add anything to my memories anymore. someone help?!,1,"['thing', 'do', 'not', 'like', 'update', 'be', 'go', 'camera_roll', 'not', 'click', 'multiple', 'like', 'add', 'memory', 'do', 'not', 'know', 'add', 'anything', 'memory', 'anymore', 'someone', 'help']",0.003352636015609
30093,30509,160175,Maps - Navigate & Explore,Bhagesh Creations,"March 25, 2019",4,it is nice but the pic are old not now please change it,it is nice but the pics are old not now please change it,0,"['be', 'nice', 'pic', 'old', 'not', 'change']",0.003375934743171
222747,225559,204893,Snapchat,hey poop,"May 20, 2019",3,its useless because i man indian and poor k thanks,Its useless because im an indian and poor . K thanks,0,"['useless', 'man', 'indian', 'poor', 'thank']",0.003381378409753
101916,103243,332361,Facebook,Angela King,"April 25, 2019",3,bf mb n z,b.f mb n z,0,"['bf', 'mb']",0.003384496442184
125433,126933,254075,Messenger – Text and Video Chat for Free,Arian Cartajenas,"April 13, 2019",4,it is very nice but it is not fast to update even though i done to update it,it's very nice but it's not fast to update even though Im done to update it,1,"['be', 'nice', 'be', 'not', 'fast', 'update', 'even_though', 'do', 'update']",0.003392199372707
94131,95266,53627,WhatsApp Messenger,Deyan Bektchiev,"March 13, 2019",3,ok for communication but the desktop application relies on the mobile application to be active and connected to work,OK for communication but the desktop app relies on the mobile app to be active and connected to work.,0,"['communication', 'desktop', 'application', 'rely', 'mobile', 'application', 'active', 'connect', 'work']",0.003395991878581
149612,151432,88921,Snapchat,Emilio Vasquez,"April 15, 2019",3,it is good but over time it is just getting worse in term on wanting to be everything,It's good but over time it's just getting worse in terms on wanting to be everything,1,"['be', 'good', 'time', 'be', 'get', 'bad', 'term', 'want', 'everything']",0.00340390726373
192285,194783,372511,Maps - Navigate & Explore,Sal Kennedy,"May 14, 2019",3,honestly this would be rated higher but this has become slowly unusable yes my phone is old but this program used to work well for the same feature set so honestly update should have made this faster,"Honestly this would be rated higher but it has become slowly unusable. yes my phone is old, but this program used to work well for the same feature set, so honestly updates should have made it faster.",1,"['honestly', 'would', 'rat', 'higher', 'become', 'slowly', 'unusable', 'phone', 'be', 'old', 'program', 'use', 'work', 'well', 'feature', 'set', 'honestly', 'update', 'have', 'make', 'faster']",0.003425176200133
87079,88127,65488,WhatsApp Messenger,Rohan K,"March 6, 2019",3,why do not i have the whatsit pay option even though the whatsit pay option is on the latest version please fix the latest version,why don't i have the WhatsApp pay option even though it's on the latest version. Please fix it.,1,"['do', 'not', 'have', 'pay', 'option', 'even_though', 'pay', 'option', 'be', 'late', 'version', 'fix', 'late', 'version']",0.003457784549847
171410,173535,27113,WhatsApp Messenger,Rose Kwek,"April 13, 2019",4,is too soon to ask had not even go into it had not use it yet please be patience answer later thank you,Is too soon to ask. Had not even go into it Had not use it yet pls be patience answer later thank you,0,"['be', 'soon', 'ask', 'not', 'even', 'go', 'not', 'use', 'yet', 'patience', 'answer', 'later', 'thank']",0.003467443478609
219258,222035,197424,Snapchat,Insurgent Kenobi,"May 31, 2019",4,my application was working fine today and my application told me i needed an update so after an update i do not receive notification so i constantly checking my application to see if my friend responded other than that my application is great,"My app was working fine today and it told me I needed an update so after the update, I dont receive notifications so im constantly checking my app to see if my friends responded. Other than that, the app is great",1,"['application', 'work', 'fine', 'today', 'application', 'tell', 'need', 'update', 'update', 'do', 'not', 'receive', 'notification', 'constantly', 'check', 'application', 'see', 'friend', 'respond', 'application', 'be', 'great']",0.003484360972876
87380,88430,65860,WhatsApp Messenger,Blurb F2deeds,"March 1, 2019",3,i mean i bet its a great application but i do not understand why i have to put in my phonenumber when i do not want to,I mean I bet its a great app but I dont understand why I HAVE TO put in my phonenumber when I dont want to,0,"['mean', 'bet', 'great', 'application', 'do', 'not', 'understand', 'have', 'put', 'phonenumber', 'do', 'not', 'want']",0.003494610493143
228779,231643,120254,WhatsApp Messenger,Clarine Ann St Cleophas,"May 3, 2019",4,i have been using this application since i got my first smartphone the only thing that i dislike is how the quality of the photo that we send and receive got reduced say the actual size of the picture was mb and it was reduced to kb we actually do not mind downloading the actual size of the picture the high quality size you know sometimes we face looked blurry in the photo because the size were reduced we love high quality here i know it is about data saving so i suggest there is a setting we can choose,"I've been using this app since I got my first smartphone. The only thing that I dislike is how the quality of the photos that we send and receive got reduced. Say, the actual size of the picture was 1.3Mb and it was reduced to 200Kb. We actually don't mind downloading that size, the high quality size, you know. Sometimes our face looked blurry in the photos because the size were reduced. We love high quality here. I know it's about data saving so I suggest there's a setting we can choose.",1,"['have', 'be', 'use', 'application', 'get', 'first', 'smartphone', 'thing', 'dislike', 'be', 'quality', 'photo', 'send', 'receive', 'get', 'reduce', 'say', 'actual', 'size', 'picture', 'mb', 'reduce', 'kb', 'actually', 'do', 'not', 'mind', 'download', 'actual', 'size', 'picture', 'high', 'quality', 'size', 'know', 'sometimes', 'face', 'look', 'blurry', 'photo', 'size', 'reduce', 'love', 'high', 'quality', 'know', 'be', 'datum', 'saving', 'suggest', 'be', 'set', 'choose']",0.003518349719301
68558,69430,143538,Snapchat,,"March 14, 2019",4,it is disgusting,IT IS DIGUSTING.,0,"['be', 'disgusting']",0.003524689479553
251467,254572,205,WhatsApp Messenger,Ponerulappan P,"February 8, 2019",3,unable to share more than people,Unable to share more than 5people,1,"['unable', 'share', 'people']",0.003528130661574
73385,74303,131449,Snapchat,Munim Jaffer,"March 30, 2019",3,my pending chat are not getting delivered to the user even after he add me,My pending chats are not getting delivered to the user even after he adds me.,1,"['pende', 'chat', 'not', 'get', 'deliver', 'user', 'even', 'add']",0.003548769541036
123710,125197,543312,Maps - Navigate & Explore,Tatdo Tayeng,"April 10, 2019",3,goole map is very good with high accurate location but some place are not updated i thing developer should update the latest place,"google maps is very good with high accurate location but some places are not updated, i thing deplopers should update the latest places.",0,"['goole', 'map', 'be', 'good', 'high', 'accurate', 'location', 'place', 'not', 'update', 'thing', 'developer', 'update', 'late', 'place']",0.003549988512752
41429,41970,444203,Messenger – Text and Video Chat for Free,,"March 2, 2019",4,when you remove the message in private message the message in private message will also be remove in your flatmate account,"when you remove the message in private message, it will also be remove in your chatmate account",0,"['remove', 'message', 'private', 'message', 'message', 'private', 'message', 'also', 'remove', 'flatmate', 'account']",0.003551941271576
116573,118001,584882,Google Play Music,Hamza Zain,"April 16, 2019",3,can someone tell me how download music on this,can someone tell me how.to download music on this,0,"['someone', 'tell', 'download', 'music']",0.003552849717266
31723,32146,162622,Maps - Navigate & Explore,Yogesh Kashyap,"March 18, 2019",4,hanging problem after pm daily,hanging problem after 6pm daily,1,"['hang', 'problem', 'pm', 'daily']",0.003563550700069
239473,242442,525505,Messenger – Text and Video Chat for Free,,"February 18, 2019",3,messenger is good but lag,messenger is good but lag,1,"['messenger', 'be', 'good', 'lag']",0.00357488909658
60838,61645,148641,Snapchat,,"March 8, 2019",3,good ap installation is a bit late,good appp installation is a bit late,0,"['good', 'ap', 'installation', 'be', 'bit', 'late']",0.00364908863348
221327,224130,201874,Snapchat,Brendan Young,"May 25, 2019",4,the new update has a status feature that doe work,The new update has a status feature that doesnt work,1,"['new', 'update', 'status', 'feature', 'doe', 'work']",0.003649675762335
123848,125337,543716,Maps - Navigate & Explore,Anay Thakur,"April 13, 2019",4,map is not update from year i think i have traced couple of place with is constructed newly but not going in updated map,Map is not updatee from.1 year i think. i have traced couple of places wich is constrcted newly but not ahoing in updated map,0,"['map', 'be', 'not', 'update', 'year', 'think', 'have', 'trace', 'couple', 'place', 'be', 'construct', 'newly', 'not', 'go', 'update', 'map']",0.003651751040677
237457,240411,445321,Google Play Music,Micah B,"February 13, 2019",3,dint really work when i downloaded it,didnt really work when i downloaded it,1,"['dint', 'really', 'work', 'download']",0.003665150251597
173418,175727,19268,WhatsApp Messenger,Onomah Benjamin,"April 30, 2019",4,did not respond thanks,did not respond thanks,1,"['do', 'not', 'respond', 'thank']",0.003676755466532
101580,102903,331969,Facebook,A. Cremins,"April 30, 2019",4,love being able to stay in contact with familyfriends but difficult to get set back up on a new phone,Love being able to stay in contact with family/friends. But diffcult to get set back up on a new phone!!!,1,"['love', 'able', 'stay', 'contact', 'familyfriend', 'difficult', 'get', 'set', 'new', 'phone']",0.003685913710252
127501,129018,259523,Messenger – Text and Video Chat for Free,Betty Moreland,"April 6, 2019",3,the fact that messager get hacked by disrespectful nasty people i keep having to deactivate my account,"the fact that messager gets hacked by direspectful, nasty people I keep having to deactivate my account.",1,"['fact', 'messager', 'get', 'hack', 'disrespectful', 'nasty', 'people', 'keep', 'have', 'deactivate', 'account']",0.003787416697218
