level_0,index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13,topic_distribution
1064,101028,83436,1,Whatsapp,,"['not', 'get', 'talk', 'call', 'exit', 'present', 'not', 'ablest', 'chat', 'get', 'video', 'pause']",2019-03-01,63430,iam not getting when my talking whatsapp call when i exit the present i am not able..see to chats iam getting video paused,2,am not getting when my talking whatsit call when i exit the present i am not ablest to chat am getting video paused,,,,"[0.023419203747072598, 0.030705178246161854, 0.023419203747072598, 0.023419203747072598, 0.025240697371844915, 0.023419203747072598, 0.04163413999479573, 0.041634139994795726, 0.023419203747072598, 0.03799115274525111, 0.0361696591204788, 0.025240697371844912, 0.028883684621389544, 0.023419203747072598, 0.027062190996617226, 0.03799115274525111, 0.025240697371844915, 0.023419203747072598, 0.023419203747072598, 0.025240697371844915, 0.023419203747072598, 0.025240697371844915, 0.03799115274525111, 0.023419203747072598, 0.03252667187093417, 0.03981264637002342, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.05438459536820194, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.028883684621389544]"
1065,101030,83438,1,Whatsapp,,"['get', 'mug', 'opening', 'do', 'not', 'get', 'notification', 'mug', 'receive', 'notification', 'fix', 'problem', 'soon', 'posiblevery', 'annoying', 'be', 'anyone_else', 'face', 'problemhow', 'do', 'fix', 'help', 'thank']",2019-03-09,63432,I get all my msgs only after opening my whatsapp. I don't get any notifications for any of my msgs when I receive them. Please fix this problem asap.Very annoying. Is anyone else facing the same problem.How did you fix it? please help me out. Thanks.,1,i get all my mug only after opening my whatsit i do not get any notification for any of all my mug when i receive any notification for any of my mug please fix this problem a soon a posiblevery annoying is anyone else facing the same problemhow did you fix it please help me out thanks,,,,"[0.020408163265306128, 0.021995464852607716, 0.026757369614512486, 0.02199546485260772, 0.025170068027210894, 0.05691609977324266, 0.042630385487528365, 0.028344671201814074, 0.02675736961451248, 0.020408163265306128, 0.020408163265306128, 0.020408163265306128, 0.02199546485260772, 0.023582766439909305, 0.020408163265306128, 0.021995464852607716, 0.03310657596371884, 0.025170068027210894, 0.03310657596371884, 0.020408163265306128, 0.03469387755102042, 0.025170068027210894, 0.021995464852607716, 0.02199546485260772, 0.04897959183673472, 0.020408163265306128, 0.041043083900226776, 0.03469387755102042, 0.029931972789115656, 0.03310657596371884, 0.02199546485260772, 0.020408163265306128, 0.023582766439909305, 0.05532879818594107, 0.03469387755102041]"
1066,101032,83440,1,Whatsapp,,"['crash', 'time', 'try', 'create', 'new', 'contact', 'badge', 'see']",2019-03-04,63435,crashed all the time if i try to create a new contact and no badges seen,1,crashed all the time if i try to create a new contact and no badge seen,,,,"[0.025062656641604016, 0.04260651629072683, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.040657198551935406, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.04260651629072683, 0.025062656641604016, 0.04260651629072683, 0.025062656641604016, 0.025062656641604016, 0.027011974380395442, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.060150375939849655, 0.04260651629072683]"
1067,101034,83442,1,Whatsapp,,"['not', 'download', 'communication', 'previous', 'device', 'do', 'chat', 'backup', 'transfer', 'new', 'handset', 'also', 'see', 'title', 'page', 'page', 'page', 'show', 'call', 'status', 'camera', 'sign', 'set', 'sign']",2019-03-07,63438,"I can't download all communications I had in my previous device. I did chat backup but how can I transfer to my new handset? Also, how can I see the titles in one page? Like on the first page it only shows chat, calls, status & a camera sign. But settings sign should be there too.",3,i can not download all communication i had in my previous device i did chat backup but how can i transfer to my new handset also how can i see the title in one page like on one page one page only show chat call status and a camera sign but setting sign should be there too,Shilpi Chakraborty,,,"[0.034588959962094296, 0.021321961620469086, 0.029613835583984845, 0.021321961620469086, 0.021321961620469086, 0.026297085998578544, 0.039564084340203746, 0.04288083392561006, 0.03127221037668799, 0.02629708599857854, 0.037905709547500596, 0.021321961620469086, 0.022980336413172237, 0.029613835583984845, 0.026297085998578544, 0.031272210376687995, 0.02298033641317224, 0.03624733475479745, 0.021321961620469086, 0.02298033641317224, 0.021321961620469086, 0.021321961620469086, 0.021321961620469086, 0.021321961620469086, 0.021321961620469086, 0.03624733475479745, 0.034588959962094296, 0.021321961620469086, 0.02629708599857854, 0.03956408434020375, 0.04619758351101634, 0.022980336413172237, 0.02463871120587539, 0.05283108268182898, 0.021321961620469086]"
1068,101035,83443,1,Whatsapp,,"['not', 'share', 'medium', 'file', 'be', 'always', 'show', 'file', 'format', 'be', 'not', 'support', 'medium', 'file', 'have', 'select', 'be', 'not', 'photo', 'normal', 'size', 'photo', 'video', 'even', 'could', 'not', 'change', 'profile', 'picture', 'do', 'profile', 'picture']",2019-03-08,63439,"I can't share any media file from my WhatsApp. It's always shoqing that ""the file format is not supported"" or ""the media file you've selected isn't a photo"" where all those are normal size photos and videos. Even I couldn't change my profile picture. What should I do for it?",1,i can not share any medium file from my whatsit it is always showing that the file format is not supported or the medium file you have selected is not a photo where all those are normal size photo and video even i could not change my profile picture what should i do for my profile picture,CuTush Girl,,,"[0.050566893424036315, 0.02040816326530613, 0.02040816326530613, 0.02040816326530613, 0.05532879818594108, 0.021995464852607716, 0.02040816326530613, 0.02040816326530613, 0.02040816326530613, 0.03151927437641725, 0.021995464852607716, 0.02040816326530613, 0.033106575963718826, 0.02040816326530613, 0.025170068027210894, 0.02040816326530613, 0.0791383219954649, 0.02040816326530613, 0.021995464852607716, 0.02040816326530613, 0.02040816326530613, 0.02040816326530613, 0.02040816326530613, 0.021995464852607716, 0.02040816326530613, 0.02199546485260772, 0.02040816326530613, 0.03628117913832202, 0.02040816326530613, 0.07755102040816331, 0.04104308390022678, 0.04580498866213155, 0.02040816326530613, 0.025170068027210897, 0.021995464852607716]"
1069,101038,83446,1,Whatsapp,,"['face', 'issue', 'currently', 'contact', 'delete', 'phone', 'book', 'still', 'appear', 'fix', 'issue']",2019-03-04,63442,facing an issue currently. contacts deleted from my phone book still appears in my whatsapp. please fix this issue,4,facing an issue currently contact deleted from my phone book still appears in my whatsit please fix an issue,Ankur gupta,,,"[0.02421307506053268, 0.048695184288404615, 0.029862792574656974, 0.02421307506053268, 0.026096314231907444, 0.03174603174603174, 0.02421307506053268, 0.02421307506053268, 0.04492870594565508, 0.02986279257465697, 0.04116222760290556, 0.02421307506053268, 0.0336292709174065, 0.02421307506053268, 0.02421307506053268, 0.02421307506053268, 0.0392789884315308, 0.02421307506053268, 0.027979553403282207, 0.026096314231907447, 0.02421307506053268, 0.02421307506053268, 0.03551251008878126, 0.026096314231907444, 0.02421307506053268, 0.02421307506053268, 0.035512510088781264, 0.026096314231907444, 0.02421307506053268, 0.02421307506053268, 0.02421307506053268, 0.026096314231907444, 0.03551251008878126, 0.02421307506053268, 0.02421307506053268]"
1070,101039,83447,1,Whatsapp,,"['have', 'several', 'year', 'recently', 'be', 'be', 'pretty', 'bad', 'text', 'get', 'seriously', 'delay', 'call', 'still', 'call', 'do', 'drop', 'often', 'fix', 'testing']",2019-03-06,63443,"I've had whatsapp for several years, but recently it's been pretty bad. Texts are getting seriously delayed. Calls are still okay, but they do drop often. Please fix the texting!",3,i have had whatsit for several year but recently whatsit is been pretty bad text are getting seriously delayed call are still okay but call do drop often please fix the testing,Jess F,,,"[0.04061624649859944, 0.021008403361344536, 0.025910364145658265, 0.02427637721755369, 0.021008403361344536, 0.04551820728291316, 0.03244631185807656, 0.02591036414565826, 0.03571428571428571, 0.022642390289449112, 0.03734827264239029, 0.02264239028944911, 0.06512605042016809, 0.02917833800186741, 0.021008403361344536, 0.022642390289449112, 0.021008403361344536, 0.02427637721755369, 0.021008403361344536, 0.021008403361344536, 0.021008403361344536, 0.021008403361344536, 0.02264239028944911, 0.024276377217553685, 0.03081232492997199, 0.053688141923436045, 0.03244631185807657, 0.02427637721755369, 0.03244631185807657, 0.022642390289449112, 0.0357142857142857, 0.03244631185807657, 0.021008403361344536, 0.021008403361344536, 0.02427637721755369]"
1071,101041,83449,1,Whatsapp,,"['guy', 'come', 'update', 'doe', 'not', 'tamper', 'picture', 'video', 'quality', 'unloading']",2019-03-01,63445,Can you guys please come with an update that doesn't tamper with picture or video quality when uploading?,3,can you guy please come with an update that doe not tamper with picture or video quality when unloading,Aphiwe Hinana,,,"[0.025510204081632633, 0.041383219954648505, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.03939909297052152, 0.025510204081632633, 0.025510204081632633, 0.027494331065759613, 0.04138321995464849, 0.025510204081632633, 0.025510204081632633, 0.04336734693877548, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.04336734693877548, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.029478458049886597, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.04336734693877548, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.027494331065759613, 0.025510204081632633]"
1072,101042,83450,1,Whatsapp,,"['be', 'not', 'work', 'last', 'update', 'even_though', 'have', 'good', 'internet', 'be', 'nothing', 'block', 'have', 'cleared_cache', 'bad', 'update']",2019-03-07,63446,My WhatsApp is not working after my last update even though i have good Internet and there is nothing blocking it and i have cleared cache very bad update,2,my whatsit is not working after my last update even though i have good internet and there is nothing blocking my whatsit and i have cleared cache very bad update,,,,"[0.03621031746031746, 0.05009920634920635, 0.058779761904761904, 0.022321428571428565, 0.024057539682539677, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.024057539682539677, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.03794642857142857, 0.022321428571428565, 0.022321428571428565, 0.02579365079365079, 0.03621031746031746, 0.022321428571428565, 0.022321428571428565, 0.034474206349206345, 0.022321428571428565, 0.03273809523809523, 0.032738095238095226, 0.048363095238095226, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.02579365079365079, 0.022321428571428565, 0.034474206349206345, 0.051835317460317464, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565]"
1073,101043,83451,1,Whatsapp,,"['application', 'take_forever', 'send', 'friend', 'show', 'send', 'take_forever', 'turn', 'blue', 'see', 'send', 'hope', 'issue', 'get', 'fix']",2019-03-07,63447,I like the app except that it takes forever to send to my friend and it shows it sent but then takes forever to turn blue for them to see what I sent I hope these issues get fixed.,3,i like the application except that it take forever to send to my friend and it show it sent but then take forever to turn blue for them to see what i sent i hope these issue get fixed,Parker Stephens,,,"[0.03624733475479746, 0.02132196162046909, 0.022980336413172243, 0.02132196162046909, 0.02132196162046909, 0.0345889599620943, 0.034588959962094296, 0.024638711205875394, 0.022980336413172243, 0.022980336413172243, 0.02132196162046909, 0.02132196162046909, 0.02132196162046909, 0.02132196162046909, 0.04619758351101637, 0.02132196162046909, 0.03127221037668801, 0.08102345415778256, 0.05117270788912583, 0.02132196162046909, 0.022980336413172243, 0.0345889599620943, 0.032930585169391145, 0.04453920871831322, 0.02132196162046909, 0.026297085998578548, 0.02132196162046909, 0.02132196162046909, 0.022980336413172243, 0.022980336413172243, 0.026297085998578548, 0.0345889599620943, 0.02132196162046909, 0.024638711205875394, 0.02132196162046909]"
1074,101044,83452,1,Whatsapp,,"['new', 'version', 'be', 'bad', 'harmful', 'someone', 'user', 'do', 'new', 'version', 'voice', 'message', 'not', 'someone', 'user', 'properly', 'can', 'not', 'lesson', 'someone', 'user', 'do', 'something']",2019-03-07,63448,"in the new version of whatsapp is so bad and Harmfull when somone or User do it a voice msg so cant here them properlly and can,t lesson to them Plz do it something for that.",1,in the new version of whatsit is so bad and harmful when someone or user do the new version of whatsit a voice message so can not here someone or user properly and cant lesson to someone or user please do it something for that,JANI Yousufzai,,,"[0.020703933747412005, 0.020703933747412005, 0.020703933747412005, 0.020703933747412005, 0.05129974695192087, 0.020703933747412005, 0.020703933747412005, 0.04968944099378882, 0.027145157579940182, 0.020703933747412005, 0.02553485162180814, 0.020703933747412005, 0.043248217161260635, 0.02231423970554405, 0.020703933747412005, 0.020703933747412005, 0.020703933747412005, 0.020703933747412005, 0.020703933747412005, 0.020703933747412005, 0.020703933747412005, 0.020703933747412005, 0.020703933747412005, 0.031976075454336325, 0.020703933747412005, 0.03519668737060041, 0.020703933747412005, 0.020703933747412005, 0.020703933747412005, 0.1398665746491833, 0.023924545663676095, 0.030365769496204276, 0.020703933747412005, 0.036806993328732454, 0.027145157579940182]"
1075,101045,83453,1,Whatsapp,,"['try', 'join', 'group', 'group', 'invitation', 'link', 'turn', 'open', 'goole', 'play', 'page', 'anyone', 'cane', 'help', 'resolve', 'issue']",2019-03-07,63449,"when i try to join any group through group invitations link, it turn to open google play whatsapp page. Anyone cane help me to resolve this issue?",1,when i try to join any group through group invitation link it turn to open goole play whatsit page anyone cane help me to resolve this issue,Abid Waqas,,,"[0.02232142857142856, 0.03273809523809523, 0.024057539682539673, 0.024057539682539673, 0.024057539682539673, 0.041418650793650785, 0.032738095238095226, 0.024057539682539673, 0.03273809523809523, 0.025793650793650785, 0.02232142857142856, 0.048363095238095226, 0.02232142857142856, 0.02232142857142856, 0.02232142857142856, 0.02232142857142856, 0.025793650793650782, 0.02232142857142856, 0.027529761904761897, 0.02232142857142856, 0.03621031746031745, 0.024057539682539677, 0.03100198412698412, 0.02232142857142856, 0.024057539682539673, 0.03794642857142856, 0.02232142857142856, 0.041418650793650785, 0.02232142857142856, 0.024057539682539677, 0.04315476190476189, 0.024057539682539677, 0.02232142857142856, 0.04315476190476189, 0.03968253968253967]"
1076,101046,83454,1,Whatsapp,,"['think', 'happen', 'update', 'picture', 'not', 'store', 'gallery', 'need', 'click', 'view', 'gallery', 'every_single', 'pic', 'every_single', 'pic', 'not', 'move', 'gallery', 'anyway', 'be', 'useless', 'idea', 'sort', 'every_single', 'pic']",2019-03-01,63450,"I think it happened after the update - pictures are not stored in the gallery I need to click - view in gallery every single pic and it can't be moved to the gallery anyway, it's useless .... any idea how to sort it out?",1,i think it happened after the update picture are not stored in the gallery i need to click view in gallery every single pic and every single pic can not be moved to gallery anyway it is useless any idea how to sort every single pic out,Auto Vada,,,"[0.019841269841269833, 0.03373015873015872, 0.05379188712522045, 0.019841269841269833, 0.019841269841269833, 0.0460758377425044, 0.021384479717813046, 0.019841269841269833, 0.02138447971781305, 0.019841269841269833, 0.019841269841269833, 0.019841269841269833, 0.08156966490299823, 0.027557319223985886, 0.019841269841269833, 0.021384479717813046, 0.019841269841269833, 0.061507936507936505, 0.02138447971781305, 0.02138447971781305, 0.019841269841269833, 0.02138447971781305, 0.029100529100529092, 0.022927689594356256, 0.022927689594356256, 0.02138447971781305, 0.019841269841269833, 0.019841269841269833, 0.022927689594356256, 0.061507936507936505, 0.019841269841269833, 0.019841269841269833, 0.021384479717813046, 0.053791887125220456, 0.03373015873015872]"
1077,101048,83456,1,Whatsapp,,"['do', 'not', 'could', 'set', 'phone', 'send', 'message', 'contact', 'name', 'be', 'still', 'open', 'doe', 'not', 'make', 'pop', 'sound', 'message', 'show', 'tick']",2019-03-03,63453,"I dont no if it could be a setting on my phone but when I send a message and the contacts name is still open, my WhatsApp doesn't make the ""pop"" sound when the message shows one tick.",1,i do not no if it could be a setting on my phone but when i send a message and the contact name is still open my whatsit doe not make the pop sound when a message show one tick,kaylim thomas,,,"[0.03968253968253969, 0.051835317460317464, 0.024057539682539684, 0.02232142857142857, 0.03447420634920634, 0.02232142857142857, 0.03447420634920634, 0.02232142857142857, 0.02232142857142857, 0.02232142857142857, 0.037946428571428575, 0.03100198412698413, 0.027529761904761904, 0.025793650793650792, 0.02232142857142857, 0.03273809523809524, 0.02232142857142857, 0.037946428571428575, 0.02232142857142857, 0.02232142857142857, 0.02232142857142857, 0.029265873015873013, 0.02232142857142857, 0.024057539682539684, 0.02405753968253968, 0.02232142857142857, 0.03273809523809524, 0.02232142857142857, 0.029265873015873013, 0.048363095238095254, 0.02232142857142857, 0.03968253968253969, 0.02232142857142857, 0.02232142857142857, 0.037946428571428575]"
1078,101056,83464,1,Whatsapp,,"['download', 'could', 'not', 'get', 'application']",2019-03-02,63462,i fownloaded it but o coulfnt get into the app,1,i downloaded it but o couldnt get into the application,,,,"[0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.043725666367175814, 0.029050613956274333, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.04582210242587602, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.04582210242587602, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125]"
1079,101057,83465,1,Whatsapp,,"['doe', 'not', 'work']",2019-03-02,63463,It doesn't work,5,it doe not work,,,,"[0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.040293040293040316, 0.027472527472527482, 0.0338827838827839, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04670329670329673, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482]"
1080,101059,83467,1,Whatsapp,,"['do', 'not', 'time', 'not', 'come', 'incoming', 'call', 'message']",2019-03-02,63465,i Don't no why same time not coming my incoming call and message??,1,i do not no why same time not coming my incoming call and message,,,,"[0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.027494331065759613, 0.03741496598639453, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.027494331065759613, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.045351473922902466, 0.025510204081632633, 0.027494331065759613, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.04931972789115643, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.05725623582766437, 0.025510204081632633, 0.03939909297052152, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633]"
1081,101060,83468,1,Whatsapp,,"['doe', 'not', 'open', 'instal', 'late', 'update']",2019-03-09,63466,it does not open after installing latest updates.,1,it doe not open after installing latest update,steph sapps,,,"[0.026455026455026443, 0.04908877131099352, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.02851263962375072, 0.028512639623750727, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.036743092298647834, 0.026455026455026443, 0.026455026455026443, 0.02851263962375072, 0.026455026455026443, 0.026455026455026443, 0.02851263962375072, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.040858318636096395, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.04497354497354496]"
1082,101061,83469,1,Whatsapp,,"['sticker', 'int', 'work', 'even', 'update', 'application']",2019-03-02,63469,Sticker isnt working even after updating the app 😕,5,sticker int working even after updating the application,,,,"[0.025510204081632626, 0.05924036281179134, 0.025510204081632626, 0.025510204081632626, 0.02749433106575961, 0.025510204081632626, 0.025510204081632626, 0.02749433106575961, 0.027494331065759613, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.0393990929705215, 0.025510204081632626, 0.025510204081632626, 0.02749433106575961, 0.033446712018140555, 0.029478458049886594, 0.029478458049886594, 0.05924036281179134, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.02749433106575961, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626]"
1083,101062,83470,1,Whatsapp,,"['not', 'use', 'show', 'instal', 'install']",2019-03-03,63470,i can't use WhatsApp it show uninstall and install again,1,i can not use whatsit whatsit show instal and install again,arugula rajashekhar,,,"[0.04497354497354496, 0.02851263962375072, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.02851263962375072, 0.026455026455026443, 0.05731922398589064, 0.026455026455026443, 0.02851263962375072, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.02851263962375072, 0.026455026455026443, 0.026455026455026443, 0.02851263962375072, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.040858318636096395, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443]"
1084,101067,83475,1,Whatsapp,,"['open', 'group', 'message', 'time', 'application', 'not', 'respond']",2019-03-07,63476,when i was open the group messages that time application not responding,1,when i was open the group message that time application not responding,sathiya selvan,,,"[0.027494331065759613, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.027494331065759613, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.027494331065759617, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.04336734693877548, 0.025510204081632633, 0.025510204081632633, 0.027494331065759613, 0.04336734693877548, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.05328798185941041, 0.025510204081632633, 0.04336734693877548, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.04336734693877548]"
1085,101082,83490,1,Whatsapp,,"['photo', 'video', 'status', 'not', 'download']",2019-03-08,63494,photo videos & status are not downloading why,5,photo video and status are not downloading why,Kiran H,,,"[0.026954177897574125, 0.026954177897574125, 0.043725666367175814, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.029050613956274333, 0.04582210242587602, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.04582210242587602, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125]"
1086,101109,83517,1,Whatsapp,,"['have', 'problem', 'send', 'voice', 'notesplease', 'resolve', 'issue', 'hat', 'new', 'update']",2019-03-08,63530,i m having problem.in sendding voice notes..plz resolve issue i hatw new update,1,i m having problem sending voice notesplease resolve issue i hat new update,Sidra Waqas,,,"[0.023809523809523815, 0.040476190476190485, 0.025661375661375666, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.03677248677248678, 0.03121693121693122, 0.023809523809523815, 0.036772486772486776, 0.023809523809523815, 0.023809523809523815, 0.025661375661375663, 0.023809523809523815, 0.023809523809523815, 0.031216931216931226, 0.047883597883597896, 0.03492063492063493, 0.023809523809523815, 0.023809523809523815, 0.025661375661375663, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.044179894179894194, 0.023809523809523815, 0.023809523809523815, 0.027513227513227514, 0.0515873015873016, 0.029365079365079372, 0.023809523809523815, 0.03492063492063493, 0.023809523809523815]"
1087,101110,83518,1,Whatsapp,,"['message', 'late', 'send', 'notification', 'do', 'not', 'work', 'time', 'fix']",2019-03-02,63531,Messages are late sending. Notifications don't work most of the time. Please fix,1,message are late sending notification do not work most of the time please fix,Cheyenne Starr,,,"[0.025062656641604016, 0.027011974380395442, 0.02701197438039544, 0.025062656641604016, 0.025062656641604016, 0.03675856307435256, 0.027011974380395442, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.02896129211918686, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.040657198551935406, 0.025062656641604016, 0.04260651629072683, 0.025062656641604016, 0.04260651629072683, 0.025062656641604016, 0.04065719855193539, 0.025062656641604016, 0.030910609857978284, 0.040657198551935406, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.03870788081314398, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016]"
1088,101111,83519,1,Whatsapp,,"['not', 'see', 'notification', 'top', 'screen', 'see', 'youth', 'video']",2019-03-08,63532,i cant see the notification on top of the screen while i am seeing the youtub video? Why,3,i can not see the notification on top of the screen while i am seeing the youth video why,,,,"[0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.02896129211918686, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.027011974380395442, 0.025062656641604016, 0.03870788081314398, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.032859927596769714, 0.025062656641604016, 0.03480924533556113, 0.03870788081314398, 0.060150375939849655, 0.025062656641604016, 0.025062656641604016, 0.027011974380395442, 0.02701197438039544, 0.027011974380395442, 0.025062656641604016, 0.04065719855193539, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.040657198551935406, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016]"
1089,101112,83520,1,Whatsapp,,"['not', 'share', 'pic', 'multiple', 'people', 'time', 'be', 'small']",2019-03-01,63533,cant share pics with multiple people at a time just 5 and that's too small,1,can not share pic with multiple people at a time just and that is too small,,,,"[0.025510204081632633, 0.03939909297052152, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.027494331065759613, 0.03344671201814056, 0.027494331065759613, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.04733560090702945, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.045351473922902466, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.0294784580498866, 0.025510204081632633, 0.025510204081632633, 0.027494331065759613, 0.025510204081632633, 0.025510204081632633, 0.04336734693877548, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.04138321995464849, 0.025510204081632633]"
