level_0,index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13,topic_distribution
645,264808,247216,1,Whatsapp,,"['make', 'voice', 'note', 'auto', 'play', 'voice', 'note', 'auto', 'play', 'troublesome', 'click', 'listen']",2019-02-16,2205,Can u please make the voice note auto play. Its so troublesome to click one by one to listen,5,can you please make the voice note auto play the voice note auto play so troublesome to click one by one to listen,Catryn cheng,,,"[0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.041871921182265986, 0.047619047619047596, 0.034209085933223846, 0.024630541871921166, 0.024630541871921166, 0.0533661740558292, 0.024630541871921166, 0.039956212370005455, 0.0265462506841817, 0.024630541871921166, 0.024630541871921166, 0.02846195949644224, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.061029009304871346, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.026546250684181705]"
646,264809,247217,1,Whatsapp,,"['rubbish', 'update', 'rubbish', 'update', 'video', 'call', 'be', 'not', 'support', 'audio', 'earphone', 'irritate', 'clear', 'problem']",2019-02-10,2206,what a rubbish update it has the video call is not supported the audio in earphones. just irritating plz clear this problem,2,what a rubbish update what a rubbish update has the video call is not supported the audio in earphone just irritating please clear this problem,Biswajit Nanda,,,"[0.03677248677248676, 0.023809523809523808, 0.04047619047619048, 0.023809523809523808, 0.023809523809523808, 0.046031746031746035, 0.02566137566137566, 0.023809523809523808, 0.025661375661375656, 0.029365079365079365, 0.04973544973544974, 0.023809523809523808, 0.023809523809523808, 0.03306878306878307, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.02566137566137566, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.029365079365079365, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.025661375661375656, 0.023809523809523808, 0.07380952380952381, 0.029365079365079365, 0.023809523809523808, 0.023809523809523808, 0.029365079365079365]"
647,264822,247230,1,Whatsapp,,"['weak', 'send', 'message']",2019-02-07,2220,weak in Sending msg,1,weak in sending message,Rilu Digal,,,"[0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.0301898537192655, 0.02801120448179273, 0.02801120448179273, 0.03890445066915658, 0.02801120448179273, 0.0301898537192655, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.0301898537192655, 0.02801120448179273, 0.02801120448179273, 0.030189853719265497, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273]"
648,264832,247240,1,Whatsapp,,"['gifs', 'not', 'process', 'therefore', 'not', 'send']",2019-02-15,2232,some gifs not processing and therefore not sending.,2,some gifs not processing and therefore not sending,Andrew Wilson,,,"[0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.03114705001497455, 0.029050613956274337, 0.026954177897574125, 0.029050613956274337, 0.026954177897574125, 0.026954177897574125, 0.03743635819107518, 0.045822102425876025, 0.026954177897574125, 0.031147050014974545, 0.03533992213237497, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.03114705001497455, 0.026954177897574125, 0.029050613956274333, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125]"
649,264835,247243,1,Whatsapp,,"['not', 'respond', 'phone']",2019-02-16,2235,"not responding in my phone, umi z",4,not responding in my phone um z,Kurniawan Eko S,,,"[0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04670329670329673, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04456654456654459, 0.027472527472527482, 0.029609279609279622, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482]"
650,264840,247248,1,Whatsapp,,"['new', 'update', 'have', 'many', 'problem', 'send', 'video', 'new', 'update', 'take', 'long', 'want', 'send', 'photo', 'new', 'update', 'not', 'send', 'new', 'update', 'hope', 'fix', 'thing']",2019-02-18,2245,This new update have so manyy problem . I send a video it take so loong like  And when i want sent a photo it can't to send it . I hope you fix this things,5,this new update have so many problem i send a video this new update take so long like and when i want sent a photo this new update can not to send this new update i hope you fix this thing,BuluKaki DotCom,,,"[0.02100840336134454, 0.02100840336134454, 0.02100840336134454, 0.02427637721755369, 0.02100840336134454, 0.02100840336134454, 0.022642390289449112, 0.03408029878618113, 0.02100840336134454, 0.024276377217553692, 0.03571428571428572, 0.03571428571428572, 0.02100840336134454, 0.02100840336134454, 0.08963585434173671, 0.02100840336134454, 0.02100840336134454, 0.02100840336134454, 0.02100840336134454, 0.02100840336134454, 0.030812324929971997, 0.02100840336134454, 0.02100840336134454, 0.05042016806722691, 0.022642390289449112, 0.02100840336134454, 0.02100840336134454, 0.03408029878618114, 0.02100840336134454, 0.02100840336134454, 0.09290382819794586, 0.02100840336134454, 0.024276377217553692, 0.02100840336134454, 0.037348272642390296]"
651,264842,247250,1,Whatsapp,,"['older_version', 'much', 'well', 'message', 'take', 'long', 'go', 'not', 'last', 'somebody', 'online', 'do', 'download', 'older_version']",2019-02-16,2247,older version was much better my mesages take long to go through and cant seewhen last somebody was online so yes how do i download the previos version?,1,older version was much better my message take long to go through and can not when last somebody was online so yes how do i download older version,judith janse van rensburg,,,"[0.023041474654377885, 0.0355862775217614, 0.032002048131080395, 0.023041474654377885, 0.023041474654377885, 0.02483358934971839, 0.04454685099846392, 0.02483358934971839, 0.023041474654377885, 0.04992319508448542, 0.023041474654377885, 0.024833589349718386, 0.024833589349718386, 0.023041474654377885, 0.04813108038914492, 0.04275473630312342, 0.023041474654377885, 0.028417818740399396, 0.023041474654377885, 0.028417818740399396, 0.023041474654377885, 0.03737839221710191, 0.023041474654377885, 0.04096262160778292, 0.023041474654377885, 0.024833589349718386, 0.023041474654377885, 0.023041474654377885, 0.039170506912442414, 0.023041474654377885, 0.0320020481310804, 0.023041474654377885, 0.023041474654377885, 0.02483358934971839, 0.023041474654377885]"
652,264847,247255,1,Whatsapp,,"['not', 'able', 'see', 'friend', 'last', 'see', 'have', 'check', 'check', 'friend', 'dp', 'friend', 'do', 'not', 'block', 'number', 'be', 'happen', 'contact', 'help', 'number']",2019-02-17,2253,Not able to see my frienfs DP and last seen. i have check checked with him he did not block my number. it is happening only for one contact. can u help me with it.,1,not able to see my friend dp and last seen i have check checked with my friend dp my friend dp did not block my number it is happening only for one contact can you help me with my number,Saravanan Haldurai,,,"[0.02164502164502164, 0.051948051948051945, 0.023328523328523323, 0.02164502164502164, 0.033429533429533434, 0.02164502164502164, 0.03511303511303511, 0.030062530062530058, 0.023328523328523323, 0.02164502164502164, 0.02837902837902838, 0.02164502164502164, 0.023328523328523327, 0.03679653679653679, 0.02164502164502164, 0.023328523328523327, 0.02164502164502164, 0.02164502164502164, 0.02164502164502164, 0.02837902837902838, 0.025012025012025013, 0.02164502164502164, 0.02164502164502164, 0.038480038480038475, 0.023328523328523327, 0.02164502164502164, 0.02164502164502164, 0.02164502164502164, 0.05531505531505532, 0.05699855699855701, 0.02164502164502164, 0.025012025012025013, 0.02501202501202501, 0.0670995670995671, 0.02164502164502164]"
653,264848,247256,1,Whatsapp,,"['application', 'crash', 'try', 'send', 'video', 'group', 'deinstall', 'application', 'crash', 'try', 'send', 'video', 'group', 'still', 'not', 'fix']",2019-02-11,2254,the app crash when I try to send a video on group. I had to reinstall it and still not fix,1,the application crash when i try to send a video on group i had to deinstall the application crash when i try to send a video on group and still not fix,Dr. Zane,,,"[0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.041634139994795726, 0.025240697371844912, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.05438459536820194, 0.023419203747072598, 0.05620608899297425, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.09445745511319283, 0.025240697371844915, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.02706219099661723, 0.023419203747072598, 0.025240697371844912, 0.023419203747072598, 0.023419203747072598, 0.025240697371844912, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.03981264637002342]"
654,264853,247261,1,Whatsapp,,"['do', 'not', 'know', 'application', 'keep', 'hang', 'load', 'message', 'set', 'do', 'treolrb', 'resolve']",2019-02-10,2259,I don't know why but my app keeps hanging when loads of messages sets in... What can I do to treolrb resolve that,3,i do not know why but my application keep hanging when load of message set in what can i do to treolrb resolve that,fakorede timilehin,,,"[0.025062656641604012, 0.025062656641604012, 0.02896129211918686, 0.025062656641604012, 0.028961292119186858, 0.025062656641604012, 0.025062656641604012, 0.027011974380395435, 0.03675856307435256, 0.025062656641604012, 0.02701197438039544, 0.025062656641604012, 0.027011974380395435, 0.025062656641604012, 0.0406571985519354, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.054302422723475366, 0.04260651629072682, 0.02701197438039544, 0.025062656641604012, 0.027011974380395435, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.027011974380395435, 0.052353104984683936, 0.027011974380395435]"
655,264855,247263,1,Whatsapp,,"['do', 'not', 'like', 'fact', 'application', 'doe', 'not', 'send', 'invitation', 'group', 'chat', 'group', 'add', 'group', 'chat', 'permission']",2019-02-10,2261,i dont like the fact that this app does not send invitation for a group chat. They will add you to a group chat without permission.,1,i do not like the fact that this application doe not send invitation for a group chat a group will add you to a group chat without permission,Setyo Adhi Vicaksono,,,"[0.04336734693877554, 0.025510204081632668, 0.041383219954648554, 0.025510204081632668, 0.02749433106575965, 0.025510204081632668, 0.025510204081632668, 0.025510204081632668, 0.025510204081632668, 0.025510204081632668, 0.02749433106575965, 0.027494331065759655, 0.02749433106575965, 0.025510204081632668, 0.03344671201814061, 0.027494331065759655, 0.025510204081632668, 0.04535147392290252, 0.025510204081632668, 0.025510204081632668, 0.025510204081632668, 0.025510204081632668, 0.02947845804988664, 0.027494331065759655, 0.025510204081632668, 0.04336734693877554, 0.025510204081632668, 0.02749433106575965, 0.025510204081632668, 0.025510204081632668, 0.025510204081632668, 0.025510204081632668, 0.029478458049886636, 0.031462585034013626, 0.025510204081632668]"
656,264859,247267,1,Whatsapp,,"['update', 'taken_away', 'customise', 'contact', 'photo', 'not', 'apply', 'photo', 'choice', 'contact', 'have', 'not', 'unload', 'case', 'update', 'appear', 'blank']",2019-02-08,2266,"This update has taken away customised contact photos - i.e. I can't apply my own photo of choice to a contact if they haven't uploaded their own; in that case, it appears blank.",4,this update has taken away customised contact photo ie i can not apply my own photo of choice to a contact if they have not unloaded they own in that case this update appears blank,MATT CASTLE,,,"[0.023687423687423687, 0.027106227106227107, 0.021978021978021976, 0.021978021978021976, 0.03736263736263736, 0.03052503052503052, 0.03394383394383394, 0.023687423687423687, 0.03223443223443223, 0.023687423687423687, 0.021978021978021976, 0.021978021978021976, 0.03223443223443224, 0.021978021978021976, 0.03907203907203907, 0.021978021978021976, 0.03394383394383394, 0.021978021978021976, 0.021978021978021976, 0.027106227106227104, 0.021978021978021976, 0.021978021978021976, 0.021978021978021976, 0.04249084249084249, 0.025396825396825397, 0.021978021978021976, 0.021978021978021976, 0.05103785103785105, 0.025396825396825393, 0.021978021978021976, 0.05787545787545789, 0.04078144078144078, 0.023687423687423687, 0.03907203907203907, 0.021978021978021976]"
657,264861,247269,1,Whatsapp,,"['change', 'emosi', 'emosi', 'totally', 'horrible', 'recent', 'update']",2019-02-09,2268,"hey change the emoji , its totally horrible after the recent updates.",2,hey change the emosi the emosi totally horrible after the recent update,jay pandey,,,"[0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.07574491785018105, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.03870788081314399, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.027011974380395442, 0.02896129211918687, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.03870788081314399, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.027011974380395445, 0.042606516290726835, 0.02506265664160402, 0.04455583402951826, 0.02506265664160402, 0.02506265664160402]"
658,264864,247272,1,Whatsapp,,"['application', 'be', 'good', 'testing', 'video', 'call', 'video', 'sharing', 'however', 'voice', 'call', 'horrible', 'hear', 'person', 'not', 'hear']",2019-02-07,2271,This app is good for texting video calls & video sharing however voice calls are horrible...I can hear the other person but they can't hear me....,3,this application is good for testing video call and video sharing however voice call are horrible can hear the other person but they can not hear me,Arlene Spencer,,,"[0.022321428571428565, 0.03273809523809524, 0.022321428571428565, 0.02405753968253968, 0.04836309523809523, 0.022321428571428565, 0.03447420634920635, 0.03794642857142857, 0.022321428571428565, 0.022321428571428565, 0.10565476190476189, 0.022321428571428565, 0.03621031746031746, 0.022321428571428565, 0.03447420634920634, 0.022321428571428565, 0.022321428571428565, 0.02405753968253968, 0.02405753968253968, 0.02405753968253968, 0.022321428571428565, 0.03794642857142857, 0.02405753968253968, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.02579365079365079, 0.024057539682539677, 0.022321428571428565, 0.03794642857142857, 0.022321428571428565, 0.022321428571428565]"
659,264865,247273,1,Whatsapp,,"['face', 'usual', 'prob', 'time', 'add', 'new', 'contact', 'whtsap', 'messenger', 'show', 'add', 'contact', 'do', 'contact', 'page', 'open', 'option', 'add', 'new', 'contact', 'show', 'select', 'contact', 'uninstale', 'instal', 'whtsap', 'messenger', 'do', 'security', 'scan', 'check', 'set', 'everywhere', 'still', 'prob', 'not', 'solvedwht', 'sell', 'do']",2019-02-14,2272,im facing an unsusal prob since some time.i can add a new contact from whtsapp mesgenger it shows add contact but when i do tht the contact page opens but no option of adding new contact shown only select contact.i uninstalled n reinstalled the mesgenger did my security scan checked all setting everywhere but still prob not solved.wht shld i do,3,i facing an usual prob since some time can add a new contact from whtsap messenger it show add contact but when i do the the contact page open but no option of adding new contact shown only select contact uninstaled n installed whtsap messenger did my security scan checked all setting everywhere but still prob not solvedwht sold i do,Tas A,,,"[0.01700680272108843, 0.05404383975812547, 0.02758881330309901, 0.023620559334845047, 0.019652305366591072, 0.018329554043839753, 0.04213907785336357, 0.05404383975812547, 0.019652305366591075, 0.018329554043839756, 0.01700680272108843, 0.02758881330309901, 0.02494331065759637, 0.018329554043839753, 0.04743008314436886, 0.01700680272108843, 0.02758881330309901, 0.020975056689342398, 0.022297808012093724, 0.03023431594860166, 0.02229780801209372, 0.03420256991685563, 0.018329554043839753, 0.01700680272108843, 0.018329554043839756, 0.01700680272108843, 0.0209750566893424, 0.06330309901738473, 0.027588813303099008, 0.01700680272108843, 0.018329554043839753, 0.039493575207860926, 0.018329554043839756, 0.10298563869992439, 0.01700680272108843]"
660,264868,247276,1,Whatsapp,,"['do', 'remove', 'contact', 'photo', 'horrible', 'update', 'hate', 'horrible', 'update', 'make', 'application', 'bad', 'not', 'well']",2019-02-10,2275,"Why did you remove the contact photo!? Horrible update. Hate when the update makes the app worse, not better!",1,why did you remove the contact photo horrible update hate when horrible update make the application worse not better,Angela Simpson,,,"[0.02380952380952381, 0.02380952380952381, 0.02380952380952381, 0.025661375661375663, 0.02380952380952381, 0.02380952380952381, 0.02380952380952381, 0.025661375661375666, 0.02380952380952381, 0.02380952380952381, 0.025661375661375663, 0.02380952380952381, 0.02380952380952381, 0.04047619047619048, 0.04417989417989419, 0.02380952380952381, 0.02380952380952381, 0.025661375661375666, 0.027513227513227514, 0.025661375661375663, 0.02380952380952381, 0.03862433862433863, 0.02380952380952381, 0.02380952380952381, 0.025661375661375663, 0.02380952380952381, 0.02380952380952381, 0.03677248677248678, 0.025661375661375666, 0.02380952380952381, 0.0552910052910053, 0.029365079365079365, 0.05899470899470901, 0.036772486772486776, 0.02380952380952381]"
661,264872,247280,1,Whatsapp,,"['good', 'application', 'problem', 'be', 'photo', 'flash', 'make', 'flash', 'use', 'flash', 'point']",2019-02-08,2279,good app. only problem is that my photos with flash are made after the flash. so using a flash has no point,4,good application only problem is that my photo with flash are made after the flash so using a flash has no point,Luuk van Dijk,,,"[0.02463054187192117, 0.036124794745484384, 0.026546250684181705, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.0265462506841817, 0.02463054187192117, 0.026546250684181705, 0.02463054187192117, 0.07635467980295564, 0.02463054187192117, 0.026546250684181705, 0.02463054187192117, 0.03804050355774491, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.0265462506841817, 0.026546250684181705, 0.02463054187192117, 0.04187192118226599, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.04187192118226599, 0.02463054187192117, 0.03804050355774492, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.026546250684181705, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117]"
662,264875,247283,1,Whatsapp,,"['recently', 'experience', 'issue', 'use', 'be', 'application', 'decide', 'instal', 'use', 'be', 'application', 'deinstall', 'unfortunately', 'not', 'install', 'use', 'be', 'application', 'say', 'need', 'troubleshooter', 'doe', 'use', 'be', 'application', 'mean', 'could', 'please', 'help', 'use', 'be', 'application']",2019-02-15,2282,recently I'm experiencing some issues about using what's app so I decided to uninstall it again and reinstall... unfortunately I can't install it and said need to troubleshoot... what does it mean? could you please help me about it..?,1,recently i am experiencing some issue about using what is application so i decided to instal using what is application again and deinstall unfortunately i can not install using what is application and said need to troubleshooter what doe using what is application mean could you please help me about using what is application,Cristy Bacena,,,"[0.03326810176125245, 0.09110676233963906, 0.027179821700369644, 0.022613611654707547, 0.022613611654707544, 0.019569471624266144, 0.019569471624266144, 0.019569471624266144, 0.02109154163948684, 0.019569471624266144, 0.022613611654707547, 0.019569471624266144, 0.019569471624266144, 0.022613611654707547, 0.09871711241574255, 0.02109154163948684, 0.019569471624266144, 0.04392259186779736, 0.019569471624266144, 0.024135681669928244, 0.030223961730811044, 0.02109154163948684, 0.019569471624266144, 0.03174603174603175, 0.022613611654707547, 0.019569471624266144, 0.02109154163948684, 0.021091541639486844, 0.021091541639486844, 0.019569471624266144, 0.03174603174603174, 0.04696673189823876, 0.03174603174603175, 0.019569471624266144, 0.034790171776473144]"
663,264877,247285,1,Whatsapp,,"['update', 'send', 'not', 'good', 'member', 'vest']",2019-02-13,2285,after update sending not good only 5 members vest,2,after update sending not good only member vest,psk raju,,,"[0.03674309229864784, 0.02645502645502644, 0.02645502645502644, 0.028512639623750724, 0.02645502645502644, 0.02645502645502644, 0.028512639623750717, 0.02645502645502644, 0.02645502645502644, 0.028512639623750724, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.040858318636096395, 0.028512639623750717, 0.04291593180482068, 0.028512639623750717, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.04908877131099351, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644, 0.02645502645502644]"
664,264878,247286,1,Whatsapp,,"['android', 'mobile', 'not', 'send', 'medium', 'file', 'mb', 'while', 'phone', 'do', 'be', 'ridiculous', 'switching', 'ap', 'send', 'big', 'file']",2019-02-07,2286,"why in the android mobile I can't send a media file more than 16 MB, while in the iphone I can do this, this is ridiculous😡 , I'm switching to other apps to send bigger files.",1,why in the android mobile i can not send a medium file more than mb while in the phone i can do this this is ridiculous i am switching to other aps to send bigger file,Silvana Sobhy,,,"[0.023419203747072598, 0.03981264637002342, 0.023419203747072598, 0.030705178246161854, 0.023419203747072598, 0.025240697371844912, 0.025240697371844912, 0.023419203747072598, 0.03616965912047879, 0.023419203747072598, 0.03434816549570648, 0.023419203747072598, 0.030705178246161854, 0.04527712724434036, 0.03981264637002342, 0.02706219099661723, 0.032526671870934165, 0.023419203747072598, 0.04345563361956805, 0.023419203747072598, 0.05256310174342963, 0.023419203747072598, 0.025240697371844915, 0.02706219099661723, 0.027062190996617226, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.025240697371844912, 0.023419203747072598, 0.03434816549570647, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598]"
665,264879,247287,1,Whatsapp,,"['hear', 'notification', 'kington', 'listen', 'people', 'send', 'voice', 'message']",2019-02-16,2287,i can hear notifications ringtone when i listen to ppl send voice message to me,1,i can hear notification kington when i listen to people send voice message to me,youyida chong,,,"[0.027994227994228002, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.03203463203463205, 0.027994227994228005, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.04415584415584417, 0.025974025974025983, 0.027994227994228002, 0.04415584415584418, 0.027994227994228005, 0.04213564213564214, 0.025974025974025983, 0.025974025974025983, 0.027994227994228005, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.04011544011544013, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.027994227994228002, 0.025974025974025983, 0.025974025974025983, 0.027994227994228002, 0.025974025974025983, 0.03001443001443002, 0.025974025974025983]"
666,264880,247288,1,Whatsapp,,"['sharing', 'option', 'be', 'reduce', 'friend', 'new', 'update', 'be', 'annoying']",2019-02-17,2289,Why has the sharring option been reduced to only 5 friends on the new update? It's very annoying!,1,why has the sharing option been reduced to only friend on the new update it is very annoying,Henriette Smith,,,"[0.025510204081632664, 0.025510204081632664, 0.025510204081632664, 0.025510204081632664, 0.025510204081632664, 0.025510204081632664, 0.03939909297052156, 0.025510204081632664, 0.02749433106575965, 0.025510204081632664, 0.025510204081632664, 0.025510204081632664, 0.027494331065759648, 0.025510204081632664, 0.041383219954648554, 0.025510204081632664, 0.05328798185941047, 0.025510204081632664, 0.025510204081632664, 0.025510204081632664, 0.029478458049886636, 0.025510204081632664, 0.03344671201814061, 0.025510204081632664, 0.025510204081632664, 0.025510204081632664, 0.025510204081632664, 0.025510204081632664, 0.025510204081632664, 0.035430839002267595, 0.04336734693877554, 0.029478458049886636, 0.02749433106575965, 0.025510204081632664, 0.025510204081632664]"
667,264886,247294,1,Whatsapp,,"['recently', 'not', 'send', 'audio', 'song', 'player', 'resolve', 'problem']",2019-02-14,2298,Recently I can't send the audio songs from my player. Please resolve the problem.,1,recently i can not send the audio song from my player please resolve the problem,subhankar biswas,,,"[0.02597402597402598, 0.02597402597402598, 0.027994227994228002, 0.02597402597402598, 0.02597402597402598, 0.030014430014430018, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.04011544011544011, 0.03203463203463204, 0.02597402597402598, 0.027994227994228, 0.04011544011544012, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.04415584415584417, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.0380952380952381, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.030014430014430025, 0.027994227994228, 0.03203463203463204, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.03203463203463204]"
668,264887,247295,1,Whatsapp,,"['keep', 'hang', 'group', 'video', 'call']",2019-02-09,2299,on Pixel 3 XL it keeps hanging up on group video calls,1,on pixel xl it keep hanging up on group video call,PriyankaheartsMakeup,,,"[0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.027994227994228, 0.02597402597402598, 0.02597402597402598, 0.05223665223665224, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.04415584415584417, 0.02597402597402598, 0.032034632034632034, 0.02597402597402598, 0.027994227994228002, 0.02597402597402598, 0.02597402597402598, 0.030014430014430025, 0.04213564213564213, 0.03809523809523809, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.027994227994228002, 0.027994227994228, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598]"
669,264888,247296,1,Whatsapp,,"['be', 'problem', 'application', 'update', 'pic', 'status', 'show', 'low', 'graphic', 'resolve']",2019-02-15,2300,there is a problem with wts app. when I update any pic on status it show in very low graphics... pls resolve this,3,there is a problem with wa application when i update any pic on status it show in very low graphic please resolve this,Ricky Singh,,,"[0.03995621237000546, 0.024630541871921173, 0.057197591680350296, 0.026546250684181705, 0.026546250684181708, 0.026546250684181705, 0.03995621237000546, 0.026546250684181705, 0.028461959496442247, 0.024630541871921173, 0.024630541871921173, 0.024630541871921173, 0.024630541871921173, 0.024630541871921173, 0.03804050355774491, 0.026546250684181708, 0.026546250684181708, 0.024630541871921173, 0.026546250684181705, 0.024630541871921173, 0.024630541871921173, 0.024630541871921173, 0.024630541871921173, 0.024630541871921173, 0.039956212370005455, 0.024630541871921173, 0.024630541871921173, 0.024630541871921173, 0.026546250684181708, 0.024630541871921173, 0.04953475643130814, 0.024630541871921173, 0.026546250684181708, 0.024630541871921173, 0.024630541871921173]"
670,264890,247298,1,Whatsapp,,"['not', 'able', 'send', 'contact']",2019-02-09,2302,I am not able to send more than 5 contact,1,i am not able to send more than contact,,,,"[0.027472527472527482, 0.0402930402930403, 0.029609279609279622, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.031746031746031765, 0.03174603174603176, 0.04242979242979245, 0.027472527472527482]"
