index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13,topic_distribution
1407,1407,1,Facebook,,"['do', 'not', 'like', 'update', 'face', 'suck']",2019-02-17,603141,i do not like the updated facebook it sucks,1,i do not like the updated face-on it suck,Mikay Leyba,,,"[0.026954177897574125, 0.029050613956274333, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.04582210242587602, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.029050613956274333, 0.029050613956274337, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.043725666367175814, 0.026954177897574125, 0.0416292303084756, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125]"
1411,1411,1,Facebook,,"['unstated', 'face', 'new', 'other', 'also', 'save', 'feature', 'other', 'save', 'be', 'face', 'be', 'algorithm', 'display', 'content', 'base', 'likely', 'have', 'positive', 'reaction', 'post', 'news_fe', 'especially', 'love', 'save', 'feature', 'get', 'save', 'favorite', 'post', 'be', 'irritate', 'new', 'other', 'also', 'save', 'feature', 'not', 'stand', 'fave', 'save', 'post', 'display', 'next', 'trend', 'post', 'irrelevant', 'even', 'annoy']",2019-02-17,603157,"i unistalled facebook because of the new ""others also saved feature"". what others save is irrelevant/annoying to me. facebook is algorithm displays content based on how likely i will have a positive reaction. i like the ads and post on my news feeds. i especially love the save feature because i get to save my favorite posts. that is why i am very irritated by the new ""others also saved"" feature. i cannot stand my fave, saved posts being displayed next to trending posts that are irrelevant and even annoying to me.",1,i unstated face-on because of the new others also saved feature what others save is irelevantanoying to me face-on is algorithm display content based on how likely i will have a positive reaction i like the ad and post on my news feed i especially love the save feature because i get to save my favorite post that is why i am very irritated by the new others also saved feature i can not stand my fave saved post being displayed next to trending post that are irrelevant and even annoying to me,crista so,,,"[0.030563998649105025, 0.0199257007767646, 0.018743667679837886, 0.01637960148598446, 0.016379601485984465, 0.03647416413373861, 0.017561634582911177, 0.02465383316447146, 0.022289766970618033, 0.022289766970618033, 0.0281999324552516, 0.08730158730158728, 0.023471800067544738, 0.01637960148598446, 0.015197568389057746, 0.03292806484295845, 0.0281999324552516, 0.03883823032759203, 0.03529213103681189, 0.034110097939885176, 0.037656197230665316, 0.02701789935832489, 0.015197568389057746, 0.0624788922661263, 0.016379601485984465, 0.0199257007767646, 0.10385005065856127, 0.017561634582911174, 0.0199257007767646, 0.015197568389057746, 0.019925700776764605, 0.017561634582911174, 0.023471800067544738, 0.023471800067544745, 0.015197568389057746]"
1413,1413,1,Facebook,,"['get', 'problem', 'notification']",2019-02-17,603161,i got some problem notifications,3,i got some problem notification,,,,"[0.028011204481792725, 0.03890445066915657, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.030189853719265494, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.030189853719265494, 0.028011204481792725, 0.030189853719265497, 0.030189853719265497, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725]"
1415,1415,1,Facebook,,"['application', 'keep', 'update', 'time']",2019-02-17,603176,this application keeps me updated at all times,1,this application keep me updated at all time,,,,"[0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.04703115814226925, 0.02851263962375073, 0.032627865961199286, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.028512639623750724, 0.026455026455026447, 0.028512639623750724, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.03880070546737213, 0.03674309229864785, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.02851263962375073, 0.026455026455026447, 0.03880070546737213, 0.026455026455026447, 0.02851263962375073, 0.028512639623750724, 0.026455026455026447, 0.026455026455026447]"
1419,1419,1,Facebook,,"['dum', 'bad', 'stupid']",2019-02-17,603183,"dum bad, stupid",1,dum bad stupid,,,,"[0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.04670329670329673, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.03815628815628817, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.029609279609279622, 0.02747252747252748, 0.033882783882783894, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748]"
1430,1430,1,Facebook,,"['ask', 'install', 'useless', 'messenger', 'be', 'irritate', 'privacy', 'issue', 'not', 'turn', 'notification', 'completely']",2019-02-17,603223,asking to install its useless messenger is irritating. privacy issues. you cannot turn off the notifications completely.,1,asking to install its useless messenger is irritating privacy issue you can not turn off the notification completely,Maiyuran Kana,,,"[0.02654625068418171, 0.024630541871921173, 0.02654625068418171, 0.02846195949644225, 0.024630541871921173, 0.026546250684181708, 0.026546250684181708, 0.024630541871921173, 0.05145046524356868, 0.024630541871921173, 0.024630541871921173, 0.03804050355774493, 0.03804050355774493, 0.024630541871921173, 0.024630541871921173, 0.024630541871921173, 0.024630541871921173, 0.03804050355774493, 0.024630541871921173, 0.030377668308702782, 0.026546250684181708, 0.024630541871921173, 0.05528188286808975, 0.024630541871921173, 0.024630541871921173, 0.024630541871921173, 0.041871921182266, 0.026546250684181708, 0.024630541871921173, 0.024630541871921173, 0.024630541871921173, 0.024630541871921173, 0.02654625068418171, 0.024630541871921173, 0.024630541871921173]"
1431,1431,1,Facebook,,"['always', 'chase', 'freeze', 'scroll', 'freeze', 'decide', 'start', 'hate', 'face', 'day']",2019-02-17,603228,always chasing .or freezen up.or be scrolling and freezen up.or decides to start over .i hate facebook these days,1,always chasing or frozen upon be scrolling and frozen upon decides to start over i hate face-on these day,Turtle -TeE Dunaway,,,"[0.027513227513227514, 0.04047619047619048, 0.031216931216931216, 0.02380952380952381, 0.027513227513227514, 0.025661375661375666, 0.02380952380952381, 0.025661375661375666, 0.02380952380952381, 0.04047619047619048, 0.031216931216931216, 0.04232804232804233, 0.025661375661375663, 0.03862433862433863, 0.02380952380952381, 0.02380952380952381, 0.02380952380952381, 0.03862433862433863, 0.02380952380952381, 0.049735449735449744, 0.02380952380952381, 0.02380952380952381, 0.025661375661375666, 0.025661375661375663, 0.033068783068783074, 0.025661375661375663, 0.02380952380952381, 0.02380952380952381, 0.03306878306878307, 0.02936507936507937, 0.02380952380952381, 0.02380952380952381, 0.02380952380952381, 0.025661375661375663, 0.02380952380952381]"
1432,1432,1,Facebook,,"['be', 'bad', 'application', 'whole', 'world']",2019-02-17,603237,it is the worst application in the whole world,1,it is the worst application in the whole world,,,,"[0.026954177897574122, 0.02905061395627433, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.029050613956274333, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.041629230308475595, 0.026954177897574122, 0.041629230308475595, 0.02905061395627433, 0.029050613956274333, 0.04372566636717581, 0.026954177897574122, 0.029050613956274333, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122]"
1434,1434,1,Facebook,,"['do', 'not', 'like', 'not', 'deplete']",2019-02-17,603241,i do not like it and cannot deplete it !,1,i do not like it and can not deplete it,Earnest J Ray,,,"[0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.030189853719265494, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.03890445066915657, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725, 0.030189853719265494, 0.030189853719265497, 0.028011204481792725, 0.030189853719265497, 0.028011204481792725, 0.028011204481792725, 0.028011204481792725]"
1435,1435,1,Facebook,,"['log', 'new', 'number']",2019-02-17,603242,logging back from a new number,2,logging back from a new number,,,,"[0.02695417789757412, 0.029050613956274327, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.04162923030847559, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02905061395627433, 0.029050613956274327, 0.0437256663671758, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.02905061395627433, 0.02695417789757412, 0.02695417789757412, 0.02695417789757412, 0.0437256663671758, 0.02695417789757412, 0.02695417789757412]"
1436,1436,1,Facebook,,"['reply', 'comment', 'keep', 'disappear', 'have', 'keep', 'log', 'browser', 'see', 'reply', 'comment', 'keep', 'disappear']",2019-02-17,603243,replies to comments keep disappearing. i have to keep logging in via a browser to see replies to comments keep disappearing.,1,reply to comment keep disappearing i have to keep logging in via a browser to see reply to comment keep disappearing,RoLLingBLK,,,"[0.023419203747072594, 0.023419203747072594, 0.03981264637002341, 0.02524069737184491, 0.023419203747072594, 0.023419203747072594, 0.07259953161592506, 0.025240697371844905, 0.023419203747072594, 0.023419203747072594, 0.023419203747072594, 0.023419203747072594, 0.02524069737184491, 0.023419203747072594, 0.032526671870934165, 0.023419203747072594, 0.023419203747072594, 0.023419203747072594, 0.025240697371844905, 0.02524069737184491, 0.027062190996617223, 0.023419203747072594, 0.023419203747072594, 0.02524069737184491, 0.023419203747072594, 0.028883684621389537, 0.058027582617746556, 0.023419203747072594, 0.037991152745251104, 0.02524069737184491, 0.023419203747072594, 0.05620608899297424, 0.023419203747072594, 0.023419203747072594, 0.025240697371844905]"
1439,1439,1,Facebook,,"['update', 'get', 'have', 'everything', 'not', 'fair']",2019-02-17,603256,you update and to get it i have to get rid of everythig i like not fair!,2,you update and to get it i have to get rid of everything i like not fair,,,,"[0.025510204081632633, 0.053287981859410395, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.027494331065759617, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.027494331065759617, 0.025510204081632633, 0.045351473922902466, 0.025510204081632633, 0.025510204081632633, 0.027494331065759617, 0.027494331065759613, 0.025510204081632633, 0.04733560090702945, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.03543083900226754, 0.025510204081632633, 0.027494331065759613, 0.025510204081632633, 0.03741496598639453, 0.025510204081632633, 0.0294784580498866, 0.025510204081632633, 0.027494331065759617, 0.025510204081632633]"
1440,1440,1,Facebook,,"['do', 'not', 'like', 'application']",2019-02-17,603257,do not like this application,1,do not like this application,,,,"[0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.04108309990662934, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.030189853719265497, 0.02801120448179273, 0.0301898537192655, 0.02801120448179273, 0.02801120448179273, 0.0301898537192655, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273, 0.02801120448179273]"
1451,1451,1,Facebook,,"['doe', 'not', 'load']",2019-02-17,603297,does not down load,2,doe not down load,,,,"[0.029609279609279626, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04456654456654459, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.031746031746031765, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04242979242979245, 0.027472527472527482]"
1456,1456,1,Facebook,,"['do', 'not', 'subscription', 'application']",2019-02-17,603305,i do not subcription any application,1,i do not subscription any application,foyzul islam,,,"[0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.031746031746031765, 0.02747252747252748, 0.02747252747252748, 0.04456654456654459, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.04242979242979245, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.029609279609279622, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748]"
1465,1465,1,Facebook,,"['face', 'be', 'crash', 'frequently', 'recent', 'update']",2019-02-18,603319,facebook is crashing frequently after recent update.,2,face-on is crashing frequently after recent update,ABDUL RAHIM,,,"[0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.044155844155844184, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.02799422799422801, 0.025974025974025986, 0.04213564213564216, 0.025974025974025986, 0.044155844155844184, 0.025974025974025986, 0.025974025974025986, 0.02799422799422801, 0.025974025974025986, 0.025974025974025986, 0.04213564213564215, 0.025974025974025986, 0.02799422799422801, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.027994227994228005, 0.025974025974025986, 0.03809523809523812, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.02799422799422801]"
1467,1467,1,Facebook,,"['not', 'work', 'proper', 'be', 'slow']",2019-02-18,603329,not working proper it is very slow,5,not working proper it is very slow,Nazmulfaruqui hilal,,,"[0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.031746031746031765, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04670329670329673, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04242979242979245, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482]"
1469,1469,1,Facebook,,"['be', 'total', 'time', 'waste', 'recently', 'report', 'wrong', 'information', 'share', 'face', 'post', 'face', 'claim', 'face', 'do', 'not', 'find', 'anything', 'wrong', 'post', 'be', 'ok', 'new', 'false', 'wrong', 'post', 'thing', 'face', 'support', 'anything', 'face', 'claim', 'genuine', 'profile', 'support', 'genuine', 'post', 'strict', 'datum', 'mining', 'blah', 'waste', 'waste']",2019-02-18,603334,"it is a total time waste. recently i reported wrong information shared in a facebook post. facebook claimed facebook did not find anything wrong so post is ok. it neen any false wrong posts and things facebook supports without anything. and facebook claim only genuine profile are supported, genuine posts , strict data mining blah blah. waste of waste",1,it is a total time waste recently i reported wrong information shared in a face-on post face-on claimed face-on did not find anything wrong so post is ok it new any false wrong post and thing face-on support without anything and face-on claim only genuine profile are supported genuine post strict data mining blah blah waste of waste,Raj Poojary,,,"[0.048586914440572976, 0.02013162988772745, 0.02013162988772745, 0.017421602787456445, 0.04181184668989547, 0.018776616337591943, 0.024196670538133954, 0.017421602787456445, 0.02013162988772745, 0.017421602787456445, 0.02826171118854045, 0.10414246999612853, 0.02284165698799845, 0.017421602787456445, 0.02013162988772745, 0.02013162988772745, 0.02419667053813395, 0.02148664343786295, 0.03232675183894697, 0.03910181958962447, 0.10956252419667052, 0.02013162988772745, 0.04316686024003098, 0.02826171118854046, 0.017421602787456445, 0.017421602787456445, 0.017421602787456445, 0.017421602787456445, 0.029616724738675958, 0.017421602787456445, 0.02013162988772745, 0.018776616337591943, 0.02148664343786295, 0.025551684088269456, 0.02013162988772745]"
1470,1470,1,Facebook,,"['location', 'be', 'wrong', 'majority', 'time', 'fix', 'issue', 'face']",2019-02-17,603343,location is wrong the majority of the time. fix this issue facebook!,1,location is wrong the majority of the time fix this issue face-on,Dawn Allison,,,"[0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.04415584415584418, 0.027994227994228002, 0.025974025974025983, 0.03607503607503609, 0.027994227994228005, 0.04213564213564215, 0.0461760461760462, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.03405483405483407, 0.025974025974025983, 0.036075036075036086, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.03001443001443003]"
1471,1471,1,Facebook,,"['application', 'crash', 'often']",2019-02-17,603345,application crash so often,1,application crash so often,Kunagorn Wilasri,,,"[0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.04582210242587602, 0.026954177897574122, 0.029050613956274333, 0.026954177897574122, 0.041629230308475595, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.041629230308475595, 0.02905061395627433, 0.029050613956274333, 0.026954177897574122, 0.026954177897574122, 0.029050613956274333, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122]"
1475,1475,1,Facebook,,"['need', 'fix', 'video', 'time', 'pause', 'button', 'keep', 'pop', 'second', 'while', 'watching_video', 'be', 'make', 'mad', 'be', 'have', 'long', 'time', 'be', 'feed', 'have', 'be', 'update', 'hop', 'would', 'fix', 'nope']",2019-02-17,603355,"need to fix videos! all the time the pause button keeps popping up every few seconds while while watching videos and is making me mad, has been happing for a long time and is fed up i have been updating it and jopping would be fixed but nope!",2,need to fix video all the time the pause button keep popping up every few second while while watching video and is making me mad has been having for a long time and is fed up i have been updating it and hoping would be fixed but nope,Draven Hamilton,,,"[0.026757369614512486, 0.021995464852607713, 0.029931972789115645, 0.021995464852607713, 0.020408163265306128, 0.03151927437641724, 0.045804988662131535, 0.021995464852607713, 0.05215419501133788, 0.020408163265306128, 0.0378684807256236, 0.0235827664399093, 0.025170068027210894, 0.025170068027210894, 0.05056689342403631, 0.0235827664399093, 0.021995464852607713, 0.02675736961451248, 0.021995464852607713, 0.021995464852607713, 0.031519274376417244, 0.021995464852607716, 0.03469387755102042, 0.023582766439909305, 0.020408163265306128, 0.0648526077097506, 0.020408163265306128, 0.020408163265306128, 0.021995464852607713, 0.033106575963718826, 0.026757369614512486, 0.044217687074829946, 0.021995464852607716, 0.021995464852607713, 0.020408163265306128]"
1477,1477,1,Facebook,,"['may', 'email', 'come', 'even', 'do', 'notification']",2019-02-17,603359,to may email come through even if you do notification,1,to may email come through even if you do notification,Andy Carman,,,"[0.02645502645502645, 0.02645502645502645, 0.02645502645502645, 0.02645502645502645, 0.02645502645502645, 0.03468547912992357, 0.02645502645502645, 0.02645502645502645, 0.02645502645502645, 0.02645502645502645, 0.02645502645502645, 0.02645502645502645, 0.03262786596119929, 0.02645502645502645, 0.02645502645502645, 0.028512639623750734, 0.02645502645502645, 0.03262786596119929, 0.02645502645502645, 0.028512639623750734, 0.042915931804820694, 0.03057025279247501, 0.028512639623750727, 0.02645502645502645, 0.02645502645502645, 0.02645502645502645, 0.02645502645502645, 0.02645502645502645, 0.03880070546737213, 0.02645502645502645, 0.028512639623750727, 0.02645502645502645, 0.028512639623750734, 0.03674309229864784, 0.02645502645502645]"
1484,1484,1,Facebook,,"['force', 'download', 'messenger', 'application', 'be', 'low', 'really', 'do', 'not', 'make', 'ap']",2019-02-17,603386,force you to download the messenger application. that is just low. i really do not they had to make two apps.,1,force you to download the messenger application that is just low i really do not they had to make two aps,matt powers,,,"[0.03675856307435255, 0.044555834029518245, 0.02506265664160401, 0.02506265664160401, 0.04260651629072682, 0.02506265664160401, 0.03285992759676971, 0.02506265664160401, 0.02506265664160401, 0.02506265664160401, 0.028961292119186854, 0.04065719855193539, 0.02506265664160401, 0.03091060985797828, 0.02506265664160401, 0.02506265664160401, 0.02506265664160401, 0.030910609857978277, 0.02506265664160401, 0.0406571985519354, 0.02506265664160401, 0.02506265664160401, 0.02506265664160401, 0.02506265664160401, 0.02506265664160401, 0.02506265664160401, 0.02701197438039543, 0.02506265664160401, 0.02506265664160401, 0.036758563074352546, 0.02506265664160401, 0.027011974380395435, 0.027011974380395435, 0.02506265664160401, 0.02701197438039543]"
1485,1485,1,Facebook,,"['trash', 'people', 'want', 'personal', 'info', 'look', 'something', 'accidentally', 'get', 'close', 'edge', 'screen', 'look', 'away', 'second', 'reload', 'lose', 'place', 'try', 'read', 'article', 'friend', 'post', 'comment', 'informed', 'manner', 'bad', 'reload', 'lose', 'place', 'look', 'application', 'information', 'put', 'post', 'make', 'guess', 'reload', 'do', 'not', 'save', 'work']",2019-02-17,603388,"more trash from the people who just want your personal info. were you looking at something and accidentally got close to the edge of the screen or look away for two seconds? its gonna reload and lose you place. were you trying to read an article your friend posted and then comment on it in a now informed manner? too bad, it reloaded and lost your place. were you looking in another application for information to put into your post you were making? guess what, it reloaded and did not save your work.",2,more trash from the people who just want your personal info were you looking at something and accidentally got close to the edge of the screen or look away for two second its gon na reload and lose you place were you trying to read an article your friend posted and then comment on it in a now informed manner too bad it reloaded and lost your place were you looking in another application for information to put into your post you were making guess what it reloaded and did not save your work,eric pratt,,,"[0.06441491325212256, 0.021779254337393878, 0.046327057954964945, 0.016611295681063124, 0.025655223329641933, 0.017903285345145813, 0.046327057954964945, 0.0411590992986342, 0.016611295681063124, 0.016611295681063124, 0.035991140642303444, 0.07216685123661869, 0.0191952750092285, 0.0191952750092285, 0.016611295681063124, 0.04891103728313032, 0.016611295681063124, 0.02177925433739387, 0.0191952750092285, 0.028239202657807314, 0.070874861572536, 0.0191952750092285, 0.029531192321890002, 0.03211517165005537, 0.0191952750092285, 0.02565522332964193, 0.02048726467331119, 0.029531192321890002, 0.016611295681063124, 0.016611295681063124, 0.017903285345145813, 0.03082318198597269, 0.016611295681063124, 0.016611295681063124, 0.026947212993724625]"
1492,1492,1,Facebook,,"['be', 'problem', 'ever', 'open', 'video', 'voice', 'start', 'video', 'picture', 'hang', 'be', 'reason']",2019-02-18,603406,there is a problem in my accout when ever i open the video the voice starts and the video picture hangs what is the reason,1,there is a problem in my about when ever i open the video the voice start and the video picture hang what is the reason,,,,"[0.043045466774280325, 0.024213075060532684, 0.04116222760290556, 0.024213075060532684, 0.024213075060532684, 0.03927898843153079, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.027979553403282207, 0.026096314231907447, 0.024213075060532684, 0.024213075060532684, 0.06187785848802798, 0.024213075060532684, 0.0392789884315308, 0.026096314231907444, 0.03551251008878127, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.04492870594565509, 0.024213075060532684, 0.024213075060532684, 0.026096314231907447, 0.026096314231907447, 0.02797955340328221, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.026096314231907447]"
1512,1512,1,Facebook,,"['application', 'get', 'bad', 'week', 'hate', 'passion', 'face']",2019-02-17,603468,this application gets worse every week i hate you with a passion facebook,1,this application get worse every week i hate you with a passion face-on,Mitch McPike,,,"[0.027494331065759617, 0.039399092970521514, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.027494331065759617, 0.041383219954648505, 0.027494331065759613, 0.0413832199546485, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.027494331065759617, 0.025510204081632633, 0.03939909297052152, 0.025510204081632633, 0.025510204081632633, 0.039399092970521514, 0.025510204081632633, 0.025510204081632633, 0.04733560090702945, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.027494331065759613, 0.025510204081632633, 0.025510204081632633, 0.027494331065759613, 0.025510204081632633]"
1515,1515,1,Facebook,,"['be', 'not', 'update', 'late', 'post']",2019-02-17,603483,this is not updated latast post,4,this is not updated latest post,Pake Haryanvi,,,"[0.0416292303084756, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.04582210242587602, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.03114705001497455, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.029050613956274333, 0.029050613956274337, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.0416292303084756, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125]"
